,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,Development of Gillette MACH3 Turbo Razor by Gillette is an example of which dimension of business innovation:,A,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Supply Chain,,,,,,
,,,,,,,
,Development of Disney animated movies is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Platform,,,,,,
,,,,,,,
,"Development of Green Mountain Energy focus on “green
  power” is an example of which dimension of business innovation:",B,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Supply Chain,,,,,,
,,,,,,,
,Development of UPS logistics services Supply Chain Solutions is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Platform,,,,,,
,,,,,,,
,"Development of Cabela’s “store as entertainment
  experience” concept is an example of which dimension of business innovation:",D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Customer Experience,,,,,,
,,,,,,,
,Development of Google paid search is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Value Capture,,,,,,
,,,,,,,
,Development of Toyota Production System for operations is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Processes,,,,,,
,,,,,,,
,Development of Procter & Gamble front-back hybrid organization for customer focus is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Organization,,,,,,
,,,,,,,
,General Motors Celta use of integrated supply and online sales is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Supply Chain,,,,,,
,,,,,,,
,Availability of Starbucks music CD sales in coffee stores is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Presence,,,,,,
,,,,,,,
,Department of Defense Network-Centric Warfare is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Networking,,,,,,
,,,,,,,
,Yahoo! as a lifestyle brand is an example of which dimension of business innovation:,D,H,Theory,Single choice,Marketing:Business Innovation:Dimension:,
, Offerings,,,,,,
, Customers,,,,,,
, Solutions,,,,,,
, Brand,,,,,,
,,,,,,,
,Which of the following form a part of Porter's Generic Strategies?,D,M,Theory,Single choice,Marketing:Generic Strategies::,
, Overall cost leadership,,,,,,
, Differentiation,,,,,,
, Focus,,,,,,
, All of the Above,,,,,,
,,,,,,,
,"According to McKinsey & Company, which of the following form a part of the ""hardware"" of success?",A,H,Theory,Single choice,Marketing:Hardware:Success:,
, Strategy,,,,,,
, Style,,,,,,
, Skills,,,,,,
, Staff,,,,,,
,,,,,,,
,"According to McKinsey & Company, which of the following is not a part of the ""hardware"" of success?",D,H,Theory,Single choice,Marketing:Hardware:Success:,
, Strategy,,,,,,
, Structure,,,,,,
, Systems,,,,,,
, Staff,,,,,,
,,,,,,,
,"According to McKinsey & Company, which of the following form a part of the ""software"" of success?",A,H,Theory,Single choice,Marketing:Hardware:Success:,
, Skills,,,,,,
, Strategy,,,,,,
, Systems,,,,,,
, Structure,,,,,,
,,,,,,,
,"According to McKinsey & Company, which of the following is not a part of the ""software"" of success?",D,H,Theory,Single choice,Marketing:Hardware:Success:,
, Skills,,,,,,
, Staff,,,,,,
, Shared Values,,,,,,
, Strategy,,,,,,
,,,,,,,
,TRUE or FALSE- Salesmanship is the art of successfully persuading prospects or customers to buy products or services from which the salesperson earns the maximum profit.,B,E,Reasoning,Single choice,Marketing:Sales: :,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"TRUE or FALSE- Manufacturers of highly technical products such as computers, electronic typewriters, digital phones, microwave kitchen appliances, remote control equipments etc. depend more heavily on personal selling than do grocery or toiletry products manufacturers.",A,M,Reasoning,Single choice,Marketing:Sales: :,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"Selling and sales management, although closely related, are not the same.",A,E,Reasoning,Single choice,Marketing:Sales: :,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"TRUE or FALSE- In B2C markets, distribution in B2C markets will often need to be exclusive.",B,E,Reasoning,Single choice,Marketing:B2C:B2B:,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"TRUE or FALSE- In B2C markets, relationships are difficult to develop and maintain with customers.",A,M,Reasoning,Single choice,Marketing:B2C:B2B:,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"TRUE or FALSE- In B2B markets, products are often customised to individual customer requirements, with quality assurance, and product after-sales and technical services being of particular importance.",A,E,Reasoning,Single choice,Marketing:B2C:B2B:,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"TRUE or FALSE- in terms of the promotional element of the mix in B2B markets, much more emphasis is likely to be placed on the advertising element as opposed to personal selling.",B,M,Reasoning,Single choice,Marketing:B2C:B2B:,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"TRUE or FALSE- The marketing concept implies that sales activities are any less important, nor that marketing executives should hold the most senior positions in a company.",B,M,Reasoning,Single choice,Marketing:B2C:B2B:,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"TRUE or FALSE- In B2C markets, there is likely to be heavy emphasis on non-personal tools of promotion such as advertising rather than personal selling.",A,M,Reasoning,Single choice,Marketing:B2C:B2B:,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,TRUE or FALSE- Marketers create needs. They get people to buy things they don’t want.,B,M,Reasoning,Single choice,Maketing:Needs::,
, TRUE,,,,,,
, FALSE,,,,,,
