,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,,,,,,,
,Which of the following is the way consumers perceive an actual or potential product.,B,H,Theory,Single choice,Marketing::Product:,
,product idea,,,,,,
,product image,,,,,,
,product concept,,,,,,
,product feature,,,,,,
,,,,,,,
,The American Marketing Association suggests a list of code of ethics. All of the following are ethics suggested in the area of distribution EXCEPT :,C,H,Theory,Single choice,Marketing:AMA:GK:,
,not manipulating the availability of a product for purpose of exploitation.,,,,,,
,not using coercion in the marketing channel.,,,,,,
,using gray marketers whenever possible to save the consumer money.,,,,,,
,not exerting undue influence over the reseller's choice to handle a product.,,,,,,
,,,,,,,
,All of the following are methods by which a company can divide up its sales responsibilities EXCEPT :,B,H,Theory,Single choice,Marketing:Sales :Sales Force:,
,territorial sales force structure.,,,,,,
,psychographic trait sales force structure.,,,,,,
,product sales force structure.,,,,,,
,customer sales force structure.,,,,,,
,,,,,,,
,The most logical budget setting method is found in the list below. Which is it?,D,H,Theory,Single choice,Marketing:Budget:Method:,
,Affordable method,,,,,,
,Percentage-of-Sales method,,,,,,
,Competitive-parity method,,,,,,
,Objective-and-task method,,,,,,
,,,,,,,
,The place in the business buying behavior model where interpersonal and individual influences might interact is called the:,D,H,Theory,Single choice,Marketing:Buying Behaviour::,
,environment.,,,,,,
,response.,,,,,,
,stimuli.,,,,,,
,buying center.,,,,,,
,,,,,,,
,"When producers, wholesalers, and retailers act as a unified system, they comprise a:",D,H,Theory,Single choice,Marketing:Marketing systems:System:,
,conventional marketing system.,,,,,,
,power-based marketing system.,,,,,,
,horizontal marketing system.,,,,,,
,vertical marketing system.,,,,,,
,,,,,,,
,One common misuse of marketing research findings in contemporary business is the tendency for marketing research to:,A,H,Theory,Single choice,Marketing:MR::,
,become a vehicle for pitching the sponsor's products.,,,,,,
,become a vehicle for discriminating in the marketplace.,,,,,,
,become a means for raising prices.,,,,,,
,become a means for unfair competition.,,,,,,
,,,,,,,
,The choice between high markups and high volume is part of which of the following retailer marketing decisions?,C,H,Theory,Single choice,Marketing:Pricing::,
,Target market decisions,,,,,,
,Product assortment and services decisions,,,,,,
,Pricing decisions,,,,,,
,Promotion decisions,,,,,,
,,,,,,,
,"If a government uses barriers to foreign products such as biases against a foreign company's bids, or product standards that go against a foreign company's product features, the government is using:",D,H,Theory,Single choice,Marketing:Barriers:Tariff:,
,protectionism.,,,,,,
,exchange controls.,,,,,,
,exchange facilitators.,,,,,,
,nontariff trade barriers.,,,,,,
,,,,,,,
,"Who is quoted as saying that ""everyone lives by selling something"".",B,M,Theory,Single choice,Marketing:GK::,
,Bill Gates,,,,,,
,Robert Louis Stevenson,,,,,,
,Arthur Miller,,,,,,
,Henry Ford,,,,,,
,,,,,,,
,Company's microenvironment does not include,C,E,Theory,Single choice,Marketing: ::,
,The company,,,,,,
,The marketing intermediaries,,,,,,
,Demographic forces,,,,,,
,The organization's suppliers,,,,,,
,,,,,,,
,Products that are bought without detailed comparisons are best classified as,D,E,Theory,Single choice,Marketing:Product::,
,sought products,,,,,,
,unsought products,,,,,,
,less convenient products,,,,,,
,convenient products,,,,,,
,,,,,,,
,Products that consists of activities and benefits offered for sale are called,B,E,Theory,Single choice,Marketing:Product::,
,product membership in category,,,,,,
,services,,,,,,
,market segmentation,,,,,,
,pricing of product,,,,,,
,,,,,,,
,Product quality level is considered as part of,A,E,Theory,Single choice,Marketing:Product::,
,actual product,,,,,,
,augmented product,,,,,,
,de-augmented product,,,,,,
,customer value,,,,,,
,,,,,,,
,Products that customers buy after careful comparison on price and quality are called,C,E,Theory,Single choice,Marketing:Product::,
,specialty products,,,,,,
,less specialty products,,,,,,
,shopping products,,,,,,
,unsought products,,,,,,
,,,,,,,
,One of the most common problems with using internal database information is that:,A,M,Theory,Single choice,Marketing:Database:Systems:,
,"since it was probably collected for some other purpose, it may be incomplete or wrong.",,,,,,
,it is usually expensive to retrieve.,,,,,,
,"top executives are usually unwilling to relinquish data, therefore, the data has limits.",,,,,,
,"the data is almost always unsecured and, therefore, suspect as to reliability.",,,,,,
,,,,,,,
,Regulations that arise to ensure that firms take responsibility for the social costs of their products or production processes stem from which reason for government legislation of business?,C,M,Theory,Single choice,Marketing:Social :Production:,
,To protect companies from each other,,,,,,
,To protect consumers from unfair business practices.,,,,,,
,To protect the interests of society.,,,,,,
,To protect businesses from unfair consumer demands.,,,,,,
,,,,,,,
,"When companies make marketing decisions by considering consumers' wants and the long-run interests of the company, consumer, and the general population, they are practicing which of the following principles?",D,M,Theory,Single choice,Marketing:Types of marketing::,
,Innovative marketing,,,,,,
,Consumer-oriented marketing,,,,,,
,Value marketing,,,,,,
,Societal marketing,,,,,,
,,,,,,,
,"Marketers are sometimes accused of deceptive practices that lead consumers to believe they will get more value than they actually do. includes practices such as falsely advertising ""factory"" or ""wholesale"" prices or a large price reduction from a phony high retail price.",C,M,Theory,Single choice,Marketing:Deceptive marketing::,
,Deceptive promotion,,,,,,
,Deceptive packaging,,,,,,
,Deceptive pricing,,,,,,
,Deceptive cost structure,,,,,,
,,,,,,,
,"In macro environment, 'pressure groups' and 'government agencies' are part of",D,M,Theory,Single choice,Marketing:Macro:Pressure groups:,
,cultural environment,,,,,,
,demographic environment,,,,,,
,economic environment,,,,,,
,political environment,,,,,,
,,,,,,,
,Whole sellers and retailers buying behavior is classified as,A,M,Theory,Single choice,Marketing:Buying:Behaviour:,
,business buyer behavior,,,,,,
,derived demand,,,,,,
,business buying process,,,,,,
,cognitive dissonance,,,,,,
,,,,,,,
,"In business buying process, group who has formal authority of supplier selection is classified as",D,M,Theory,Single choice,Marketing:Buying:Behaviour:,
,user,,,,,,
,influencer,,,,,,
,decider and gatekeeper,,,,,,
,buyer,,,,,,
,,,,,,,
,All of the following factors can affect the attractiveness of a market segment EXCEPT :,B,H,Theory,Single choice,Marketing:Competitors:Market Segment:,
,the presence of many strong and aggressive competitors.,,,,,,
,the likelihood of government monitoring.,,,,,,
,actual or potential substitute products.,,,,,,
,the power of buyers in the segment.,,,,,,
,,,,,,,
,"If Mark Mars pays Hershey Foods Corporation for the right to use their name on his line of T-shirts, then Mr. Mars is using which type of branding?",A,H,Theory,Single choice,Marketing:GK::,
,Licensed brand,,,,,,
,Manufacturer's brand,,,,,,
,Private brand,,,,,,
,Co-brand,,,,,,
,,,,,,,
,"When personal interviewing involves inviting six to ten people to gather for a few hours with a trained interviewer to talk about a product, service, or organization, the method is called:",C,H,Theory,Single choice,Marketing: ::,
,selective sponsorship.,,,,,,
,probing.,,,,,,
,focus group interviewing.,,,,,,
,the Delphi method.,,,,,,
,,,,,,,
,Joining with foreign companies to produce or market products and services is called:,D,H,Theory,Single choice,Marketing:Foreign:JV:,
,direct exporting.,,,,,,
,indirect exporting.,,,,,,
,licensing.,,,,,,
,joint venturing.,,,,,,
,,,,,,,
,The type of salesforce structure in which the salesforce sells along product lines is called a:,B,H,Theory,Single choice,Marketing:Sales:Salesforce:,
,territorial salesforce.,,,,,,
,product salesforce.,,,,,,
,customer salesforce.,,,,,,
,retail salesforce.,,,,,,
,,,,,,,
,"A ""three-day cooling off period"" in which buyers can cancel a contract after re-thinking it is to protect the consumer from:",B,H,Theory,Single choice,Marketing:Selling::,
,creative selling,,,,,,
,high pressure selling,,,,,,
,detail selling,,,,,,
,hard core selling,,,,,,
,,,,,,,
,"When Coca-Cola and Nestle formed a joint venture to market a ready-to-drink coffee and tea worldwide, the type of marketing system that was formed would best be described as being a:",D,H,Theory,Single choice,Marketing:JV::,
,vertical marketing system,,,,,,
,parallel marketing system,,,,,,
,diversified marketing system,,,,,,
,horizontal marketing system,,,,,,
,,,,,,,
,One of the most promising developments in multivariable segmentation is called where a host of demographic and socioeconomic factors are used.,D,H,Theory,Single choice,Marketing:STP:Segmentation:,
,terragraphic segmentation,,,,,,
,fermagraphic segmentation,,,,,,
,geothermy segmentation,,,,,,
,geodemographic segmentation,,,,,,
,,,,,,,
,Stage in buying behavior which follows suppliers selection and discuss final specification of raw materials is classified as,D,H,Theory,Single choice,Marketing:Buying:Behaviour:,
,supplier selection,,,,,,
,proposal solicitation,,,,,,
,supplier search,,,,,,
,order-routine specification,,,,,,
,,,,,,,
,BlackBerry 'on go connectivity' specific feature is part of,A,H,Theory,Single choice,Marketing:GK::,
,actual product,,,,,,
,augmented product,,,,,,
,dis-augmented product,,,,,,
,intangible services,,,,,,
,,,,,,,
,Eno is manufactured by which company?,B,E,Theory,Single choice,Marketing:GK::,
,Ranbaxy,,,,,,
,GSK,,,,,,
,Cadilla,,,,,,
,Johnson & Johnson,,,,,,
,,,,,,,
,Maintenance and business advisory services are included in,A,E,Theory,Single choice,Marketing:Services:Advisory:,
,business services,,,,,,
,business supplies,,,,,,
,industry capital items,,,,,,
,accessory equipment,,,,,,
,,,,,,,
,Products purchased for further processing by business owners are best classified as,B,E,Theory,Single choice,Marketing:Product::,
,consumer products,,,,,,
,industrial products,,,,,,
,augmented products,,,,,,
,core customer value,,,,,,
,,,,,,,
,Trading of raw material through online sources between buyers and sellers is classified as,A,E,Theory,Single choice,Marketing:Raw materical:Procurement:,
,e-procurement,,,,,,
,de-procurement,,,,,,
,online selling,,,,,,
,direct marketing,,,,,,
,,,,,,,
,Demand which is affected by price changes in short term is,A,E,Theory,Single choice,Marketing:Demand::,
,elastic demand,,,,,,
,inelastic demand,,,,,,
,realistic demand,,,,,,
,irrealistic demand,,,,,,
,,,,,,,
,Product packaging is futile part of,C,E,Theory,Single choice,Marketing:Product:Packaging:,
,core customer value,,,,,,
,positioning strategy,,,,,,
,actual product,,,,,,
,actual ownership,,,,,,
,,,,,,,
,"In business buying process, group who manage and control information flow is classified as",D,M,Theory,Single choice,Marketing:Buying:Business:,
,user,,,,,,
,influencer,,,,,,
,decider,,,,,,
,gatekeeper,,,,,,
,,,,,,,
,"In company's microenvironment, 'general publics' consists of",D,M,Theory,Single choice,Marketing:Macro::,
,minority groups,,,,,,
,stockholders,,,,,,
,Community organizations,,,,,,
,public image,,,,,,
,,,,,,,
,Category of products that come with warranty offered at time of product buying and expires at some specific date is an example of,C,M,Theory,Single choice,Marketing:Product:Public:,
,augmented product,,,,,,
,actual product,,,,,,
,actual ownership,,,,,,
,tangible products,,,,,,
,,,,,,,
,Portable factory equipment such as lift trucks is an example of,A,M,Theory,Single choice,Marketing:Equipments:Product:,
,industrial accessory equipment,,,,,,
,industrial office equipment,,,,,,
,fixed equipment,,,,,,
,installation,,,,,,
,,,,,,,
,Product or service that can satisfy a need or want is called,A,M,Theory,Single choice,Marketing:Market:Offering:,
,market offering,,,,,,
,marketing mix,,,,,,
,market segmentation,,,,,,
,target market,,,,,,
,,,,,,,
,Office equipment such as computers and fax machines are best examples o,A,M,Theory,Single choice,Marketing:Product:Equipments:,
,industrial accessory equipment,,,,,,
,industrial office equipment,,,,,,
,fixed equipment,,,,,,
,installation,,,,,,
,,,,,,,
,Distribution of branded products through one or few outlets is called,C,M,Theory,Single choice,Marketing:Equipments:Product:,
,unsought products,,,,,,
,industrial products,,,,,,
,specialty products,,,,,,
,augmented products,,,,,,
,,,,,,,
,"Question of buyer ""what I am really buying?"" is addresses in strategy called",D,H,Theory,Single choice,Marketing:Customer:Value:,
,targeting strategy,,,,,,
,intangible products,,,,,,
,positioning statement,,,,,,
,customer core value,,,,,,
,,,,,,,
,Stage which concludes suppliers performance assessment by business buyers is classified as,C,H,Theory,Single choice,Marketing:Performance::,
,supplier selection,,,,,,
,proposal solicitation,,,,,,
,performance review,,,,,,
,order-routine specification,,,,,,
,,,,,,,
,Products that requires mass marketing by producers and manufacturers are classified as,D,H,Theory,Single choice,Marketing:Product ::,
,sought specialty products,,,,,,
,unsought consumer products,,,,,,
,convenient specialty products,,,,,,
,convenience products and services,,,,,,
,,,,,,,
,Distinction between industrial and consumer products is because of,A,H,Theory,Single choice,Marketing:Product ::,
,purpose of buying product,,,,,,
,quantity of buying product,,,,,,
,quality of bought product,,,,,,
,all of above,,,,,,
,,,,,,,
,In business markets demand is more,B,H,Theory,Single choice,Marketing:Demand:Types:,
,elastic,,,,,,
,inelastic,,,,,,
,realistic,,,,,,
,insignificant,,,,,,
,,,,,,,
,"In company's value delivery network, marketers must trea",A,H,Theory,Single choice,Marketing:Value:Supplier:Partner,
,Suppliers as partners,,,,,,
,Marketing intermediaries as partners,,,,,,
,Various publics as partners,,,,,,
,Both a and b,,,,,,
,,,,,,,
,Business buying process starts with the,A,H,Theory,Single choice,Marketing:Buying :Process:,
,problem recognition,,,,,,
,general need description,,,,,,
,product specification,,,,,,
,supplier search,,,,,,
,,,,,,,
,Concept of logistics which focuses on teamwork in whole supply chain management to maximize performance of distribution system is classified as,A,H,Theory,Single choice,Marketing:Logistics::,
,integrated logistics management,,,,,,
,intermodal logistics management,,,,,,
,intra-modal logistics management,,,,,,
,exclusive logistics management,,,,,,
,,,,,,,
,"Process which involves controlling, implementing and planning materials and final goods to meet final customer at high profits is classified as",C,H,Theory,Single choice,Marketing:Process::,
,exclusive distribution,,,,,,
,exclusive dealing,,,,,,
,physical distribution,,,,,,
,supply chain management,,,,,,
,,,,,,,
,If company B sell its products through retailers and wholesalers then channel used by company B is classified as,B,H,Theory,Single choice,Marketing:Channels::,
,direct channel,,,,,,
,indirect channel,,,,,,
,flexible channel,,,,,,
,static channel,,,,,,
,,,,,,,
,Harmony is the name of which companies textiles?,A,H,Theory,Single choice,Marketing:Example:GK:,
,Reliance,,,,,,
,Vimal,,,,,,
,Digjam,,,,,,
,Bombay Dyeing,,,,,,
,,,,,,,
,Products that consumer doses not really consider buying is classified as,A,E,Theory,Single choice,Marketing:Product:Services:,
,unsought consumer products,,,,,,
,sought services,,,,,,
,sought industrial product,,,,,,
,unsought augmented product,,,,,,
,,,,,,,
,Pure tangible good and pure services are two extremes o,A,E,Theory,Single choice,Marketing:Tangible:Product:Services,
,market offering,,,,,,
,exchange of goods,,,,,,
,ownership,,,,,,
,logistic channels,,,,,,
,,,,,,,
,Physical distribution channels include,C,E,Theory,Single choice,Marketing:Channels:Distribution:,
,Retailers,,,,,,
,Wholesalers,,,,,,
,Both a and b,,,,,,
,None of above,,,,,,
,,,,,,,
,Products or services having significant group of buyers who are willing to make purchase efforts are called,C,E,Theory,Single choice,Marketing:Product::,
,sought products,,,,,,
,unsought products,,,,,,
,specialty products,,,,,,
,both a and b,,,,,,
,,,,,,,
,Major sources of ideas for product development comes from,D,E,Theory,Single choice,Marketing:Product::,
,internal sources,,,,,,
,external sources,,,,,,
,product lines extension,,,,,,
,both a and b,,,,,,
,,,,,,,
,'customer markets' & 'publics' are included in company's environment called,B,M,Theory,Single choice,Marketing:Environment::,
,Macro environment,,,,,,
,Microenvironment,,,,,,
,Both a and b,,,,,,
,None of above,,,,,,
,,,,,,,
,All factors affecting purchasing power of consumers are included in,C,M,Theory,Single choice,Marketing:Environment::,
,cultural environment,,,,,,
,demographic environment,,,,,,
,economic environment,,,,,,
,both a and b,,,,,,
,,,,,,,
,Buying of products such as 'fast food' is an example of,D,M,Theory,Single choice,Marketing:Product::,
,difficult products,,,,,,
,sought services,,,,,,
,sought products,,,,,,
,convenient products,,,,,,
,,,,,,,
,Lot of marketing efforts are required to market products and services for product category called,A,M,Theory,Single choice,Marketing:Product::,
,unsought consumer products,,,,,,
,specialty industrial products,,,,,,
,industrial augmented products,,,,,,
,sought primary products,,,,,,
,,,,,,,
,Vertical marketing system in which different stages of production and distribution coordinates through capacity of one of parties is classified as,C,M,Theory,Single choice,Marketing:VMS::,
,full time VMS,,,,,,
,contractual VMS,,,,,,
,administered VMS,,,,,,
,corporate VMS,,,,,,
,,,,,,,
,Industrial products are classified on basis of,A,M,Theory,Single choice,Marketing:Customer::,
,types of customers,,,,,,
,types of usage,,,,,,
,types of quantity,,,,,,
,types of positioning,,,,,,
,,,,,,,
,Number of intermediaries that made products or services available to final customer are classified as,C,M,Theory,Single choice,Marketing:Channels::,
,flexible channels,,,,,,
,chain of channels,,,,,,
,channel levels,,,,,,
,marketing levels,,,,,,
,,,,,,,
,Total number of level of intermediaries represent the,B,H,Theory,Single choice,Marketing:Intermediaries::,
,width of channel,,,,,,
,length of channel,,,,,,
,divisors of channel,,,,,,
,flexibility of channel,,,,,,
,,,,,,,
,Type of franchise network in which company has network of non dependent franchised dealers is classified as,B,H,Theory,Single choice,Marketing:Channels::,
,manufacturer-wholesaler franchise system,,,,,,
,manufacturer-retailer franchise system,,,,,,
,manufacturer franchise system,,,,,,
,none of above,,,,,,
,,,,,,,
,"Integrated system which consists of consumer needs analysis, identifying alternatives, setting objectives and evaluating alternatives is classified as",A,H,Theory,Single choice,Marketing:IMS:System:,
,marketing channel design,,,,,,
,intermediary channel design,,,,,,
,horizontal channel design,,,,,,
,vertical channel design,,,,,,
,,,,,,,
,Strategy of distribution in which seller allow certain outlets to sell its product is classified as,A,H,Theory,Single choice,Marketing:Distribution:Channels:,
,exclusive distribution,,,,,,
,inclusive distribution,,,,,,
,selective distribution,,,,,,
,intensive distribution,,,,,,
,,,,,,,
,Blood donations to Red Cross is a classic example of,A,H,Theory,Single choice,Marketing:Product::,
,unsought consumer products,,,,,,
,sought services,,,,,,
,sought industrial product,,,,,,
,unsought augmented product,,,,,,
,,,,,,,
,Logistic network which moves finished product from company to resellers and then to end users is classified as,D,H,Theory,Single choice,Marketing:Distribution:Channels:,
,risk averse distribution,,,,,,
,reverse distribution,,,,,,
,inbound distribution,,,,,,
,outbound distribution,,,,,,
,,,,,,,
,Pricing strategy used to set prices of products that are must be used with main product is called,D,H,Theory,Single choice,Marketing:Pricing ::,
,optional product pricing,,,,,,
,product line pricing,,,,,,
,competitive pricing,,,,,,
,captive product pricing,,,,,,
,,,,,,,
,"Products such as ""VHS tapes"" are examples of",B,H,Theory,Single choice,Marketing:Product::,
,product classes,,,,,,
,product forms,,,,,,
,branding,,,,,,
,product perception,,,,,,
,,,,,,,
,Potential profitable but less loyal group is of,A,H,Theory,Single choice,Marketing:Profit::,
,Butterflies,,,,,,
,Strangers,,,,,,
,True friends,,,,,,
,Barnacles,,,,,,
,,,,,,,
,Pricing issue arise when manufacturer could not force dealers or retailers to charge a specific price is classified a,C,H,Theory,Single choice,Marketing:Pricing ::,
,deceptive pricing,,,,,,
,price discrimination,,,,,,
,resale price maintenance,,,,,,
,fix quantity pricing,,,,,,
