,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,A marketing research technique for quantitative data that involves a small group of people that share a common set characteristics and participate in a discussion of predetermined topics led by a moderator,,,,,,
,A marketing research technique for qualitative data that involves a large group of people that share a common set characteristics and participate in a discussion of predetermined topics led by a moderator,,,,,,
,A marketing research technique for quantitative data that involves a large group of people that share a common set characteristics and participate in a discussion of predetermined topics led by a moderator,,,,,,
,,,,,,,
,Who is a Focus Group Moderator?,C,M,Theory,Single Choice,Marketing: Market Research,
,The trained professional that participates in the focus group discussion and is appointed by the client.,,,,,,
,The trained professional that leads the focus group.,,,,,,
,The trained professional that leads the focus group and is appointed by the client.,,,,,,
,The trained professional that participates in the focus group discussion.,,,,,,
,,,,,,,
,What is meant by 'Deviation' in Marketing research?,C,E,Theory,Single Choice,Marketing: Market Research,
,The difference between the mean and the median,,,,,,
,The difference between the median and an observed value.,,,,,,
,The difference between the mean and an observed value.,,,,,,
,The difference between the mean and the mode,,,,,,
,,,,,,,
,What do you mean by Diary Panel?,B,H,Theory,Single Choice,Marketing: Market Research,
,A group of respondents that are asked to keep journals on their habits of the whole day,,,,,,
,"A group of respondents that are asked to keep journals on their buying, watching, or listening habits over a period of time.",,,,,,
,A group of respondents that are asked to keep journals on their purchasing habits over a period of time,,,,,,
,A group of respondents that are asked to keep journals on their habits of a single day,,,,,,
,,,,,,,
,What is called 'Dig' in Marketing research?,B,E,Theory,Single Choice,Marketing: Market Research,
,The asking of the last question in the questionnaire,,,,,,
,The asking of additional questions to encourage a respondent to enlarge on a particular answer or opinion ,,,,,,
,The practice of asking only the questions given in the questionnaire,,,,,,
,The asking of less questions than required in the interview,,,,,,
,,,,,,,
,What is meant by discriminant score?,D,M,Theory,Single Choice,Marketing: Market Research,
,The idea that two constructs that are supposed to be different are in fact observed to be different.,,,,,,
,The value that is placed in front of the independent variable and describes the level of affect that the variable carries.,,,,,,
,The value that is places in front of the dependent variable and describes the level of affect that the variable carries,,,,,,
,A value that is assigned to an object which then determines which group the object will belong to.,,,,,,
,,,,,,,
,What is meant by Disciminant validity?,A,M,Theory,Single Choice,Marketing: Market Research,
,The idea that two constructs that are supposed to be different are in fact observed to be different.,,,,,,
,The value that is placed in front of the independent variable and describes the level of affect that the variable carries.,,,,,,
,The value that is places in front of the dependent variable and describes the level of affect that the variable carries,,,,,,
,A value that is assigned to an object which then determines which group the object will belong to.,,,,,,
,,,,,,,
,What is meant by Discriminant Coefficient?,B,M,Theory,Single Choice,Marketing: Market Research,
,The idea that two constructs that are supposed to be different are in fact observed to be different.,,,,,,
,The value that is placed in front of the independent variable and describes the level of affect that the variable carries.,,,,,,
,The value that is places in front of the dependent variable and describes the level of affect that the variable carries,,,,,,
,A value that is assigned to an object which then determines which group the object will belong to.,,,,,,
,,,,,,,
,EPOS stands for_______________________,A,H,Theory,Single Choice,Marketing: Market Research,
,Electronic Point of Sale data,,,,,,
,Electronic position of Sale data,,,,,,
,Electronic point of survey data,,,,,,
,Electronic position of survey data,,,,,,
,,,,,,,
,What is Epsem Sample?,D,H,Theory,Single Choice,Marketing: Market Research,
,A sample that allows each unit a different probability of being selected ,,,,,,
,A sample that allows each unit a non-zero probability of being selected ,,,,,,
,A sample that allows a particular unit extra weightage of getting selected,,,,,,
,A sample that allows each unit the same probability of being selected ,,,,,,
,,,,,,,
,Who are considered as Generation X?,D,M,Theory,Single Choice,Marketing: Market Research,
,People who were born from 2005 onwards,,,,,,
,People who were born from 2010 onwards,,,,,,
,Baby boomers,,,,,,
,18-29 year old post baby-boomers.,,,,,,
,,,,,,,
,"What is Global Marketing Insite,Inc.?",D,H,Theory,Single Choice,Marketing: Market Research,
,A market site in the shape of a concentric circle or polygon that is to be analyzed.,,,,,,
,"A business tool for interpreting data that consists of a demographic database, digitized maps, a computer, and software.",,,,,,
,A statistical test of non-parametric data to determine whether the results from research are consistent with the expected results from a particular hypothesis,,,,,,
," It offers an integrated platform of online market research tools that includes online survey software, online panel management, data analysis software, survey programming services and more.",,,,,,
,,,,,,,
,What do you mean by 'Goodness of Fit test'?,C,E,Theory,Single Choice,Marketing: Market Research,
,A market site in the shape of a concentric circle or polygon that is to be analyzed.,,,,,,
,"A business tool for interpreting data that consists of a demographic database, digitized maps, a computer, and software.",,,,,,
,A statistical test of non-parametric data to determine whether the results from research are consistent with the expected results from a particular hypothesis,,,,,,
," It offers an integrated platform of online market research tools that includes online survey software, online panel management, data analysis software, survey programming services and more.",,,,,,
,,,,,,,
,What do you infer from Geographic Information system?,B,M,Theory,Single Choice,Marketing: Market Research,
,A market site in the shape of a concentric circle or polygon that is to be analyzed.,,,,,,
,"A business tool for interpreting data that consists of a demographic database, digitized maps, a computer, and software.",,,,,,
,A statistical test of non-parametric data to determine whether the results from research are consistent with the expected results from a particular hypothesis,,,,,,
," It offers an integrated platform of online market research tools that includes online survey software, online panel management, data analysis software, survey programming services and more.",,,,,,
,,,,,,,
,Individuals are requested to guess the outcome of the research results. Those predictions are compared to the actual results of the survey to assess how closely perceptions match reality.'What is this practice called?,B,E,Theory,Single Choice,Marketing: Market Research,
,Structured Questionnaire,,,,,,
,Guesstimate Questionnaire,,,,,,
,Pictorial Questionnaire,,,,,,
,Mixed Questionnaire,,,,,,
,,,,,,,
,A statistical technique that calculates a moving average where the most recent data are given a different weight to earlier data.What is this technique called?,A,H,Theory,Single Choice,Marketing: Market Research,
, Exponential Smoothing,,,,,,
,Expressive Drawing,,,,,,
,Hidden Issue Questioning,,,,,,
, F test,,,,,,
,,,,,,,
,A qualitative technique in which the moderator asks the participants to illustrate their feelings toward a particular product or service by creating a picture.What is this technique called?,B,H,Theory,Single Choice,Marketing: Market Research,
, Exponential Smoothing,,,,,,
,Expressive Drawing,,,,,,
,Hidden Issue Questioning,,,,,,
, F test,,,,,,
,,,,,,,
,A technique used during depth interviews that aims to identify significant personal views that would otherwise not be revealed by respondents using a direct approach.What is this technique called?,C,E,Theory,Single Choice,Marketing: Market Research,
, Exponential Smoothing,,,,,,
,Expressive Drawing,,,,,,
,Hidden Issue Questioning,,,,,,
, F test,,,,,,
,,,,,,,
,A statistical test of the equality of the variances of two populations.What is this technique called?,D,E,Theory,Single Choice,Marketing: Market Research,
, Exponential Smoothing,,,,,,
,Expressive Drawing,,,,,,
,Hidden Issue Questioning,,,,,,
, F test,,,,,,
,,,,,,,
,IAB stands for_______________________________,D,H,Theory,Single Choice,Marketing: Market Research,
,Incidental Analysis Bureau,,,,,,
,Interactive Analysis Bureau,,,,,,
,Incidental Advertising Bureau,,,,,,
,Interactive Advertising Bureau,,,,,,
,,,,,,,
,IVR stands for_____________________________________,C,H,Theory,Single Choice,Marketing: Market Research,
,Interactive Volatile Response,,,,,,
,Incidental Voice Response,,,,,,
,Interactive Voice Response,,,,,,
,Incidental Volatile Response,,,,,,
,,,,,,,
,What is Interview Cheating?,A,M,Theory,Single Choice,Marketing: Market Research,
, Itis when interviewers knowingly do not follow their instructions,,,,,,
,It is when interviewers knowingly ask false questions,,,,,,
, It is when interviewee knowingly do not follow their instructions,,,,,,
,It is when interviewee knowingly give false answers,,,,,,
,,,,,,,
,A qualitative research technique that aims to describe how potential consumers perceive products. What is this technique called?,C,H,Theory,Single Choice,Marketing: Market Research,
, Exponential Smoothing,,,,,,
,Expressive Drawing,,,,,,
,Kelly Repertory grid,,,,,,
, F test,,,,,,
,,,,,,,
,A form of exploratory research that involves discussing a research problem with someone (or a group of people) with experience on a particular subject.What is this technique called?,D,H,Theory,Single Choice,Marketing: Market Research,
, Exponential Smoothing,,,,,,
,Expressive Drawing,,,,,,
,Kelly Repertory grid,,,,,,
, Key Informant technique,,,,,,
,,,,,,,
,This test determines if two data sets are significantly different. It answers the question if a sample originates from a population with a specific distribution.What is this test called?,C,H,Theory,Single Choice,Marketing: Market Research,
, Exponential Smoothing,,,,,,
,Goodness of Fit test,,,,,,
,Kolmogorov-Smirnov Test,,,,,,
, F test,,,,,,
,,,,,,,
,What is the full form of ZIP code?,C,M,Theory,Single Choice,Marketing: Market Research,
,Zonal Improved Plan,,,,,,
,Zonal Investigation Plan,,,,,,
,Zonal Improvement Plan,,,,,,
,Zonal Investigated Plan,,,,,,
,,,,,,,
,How many digits does a ZIP code has?,B,E,Theory,Single Choice,Marketing: Market Research,
,4,,,,,,
,5,,,,,,
,6,,,,,,
,7,,,,,,
,,,,,,,
,A statistical test that is based on the standard normal distribution.Name the test.,C,M,Theory,Single Choice,Marketing: Market Research,
,Anova test,,,,,,
,Paired t-test,,,,,,
,Z-test,,,,,,
,2 sample t-test,,,,,,
,,,,,,,
,It is used to compare two population means where you have two samples in which observations in one sample can be paired with observations in the other sample.Name the test.,B,E,Theory,Single Choice,Marketing: Market Research,
,Anova test,,,,,,
,Paired t-test,,,,,,
,Z-test,,,,,,
,2 sample t-test,,,,,,
,,,,,,,
,It is a collection of statistical models used to analyze the differences among group means and their associated procedures.Name the statistical measure.,A,E,Theory,Single Choice,Marketing: Market Research,
,Anova test,,,,,,
,Paired t-test,,,,,,
,Z-test,,,,,,
,2 sample t-test,,,,,,
,,,,,,,
,It is a test that is used to determine questions related to the mean in situations where data is collected from two random data samples.Name the test.,D,E,Theory,Single Choice,Marketing: Market Research,
,Anova test,,,,,,
,Paired t-test,,,,,,
,Z-test,,,,,,
,2 sample t-test,,,,,,
,,,,,,,
,VALS stands for______________________,C,M,Theory,Single Choice,Marketing: Market Research,
,Values and Lifestyle Scenario,,,,,,
,"Values,Attitudes and Lifestyle",,,,,,
,Values and Lifestyle,,,,,,
,Values and Lifestyle Standard,,,,,,
,,,,,,,
,What is Verbatim?,D,E,Theory,Single Choice,Marketing: Market Research,
,It is transcribing or recording the provided responses of the respondent by manipulating them,,,,,,
,It is transcribing or recording the provided responses of the respondent in their opposite form,,,,,,
,It is transcribing or recording the provided responses of the respondent in their exact sense but in different words,,,,,,
, It is transcribing or recording the provided responses of the respondent in their exact words.,,,,,,
,,,,,,,
,Where we can find Unwillingness Error?,D,H,Theory,Single Choice,Marketing: Market Research,
,Unwillingness Error is where respondents are eager to answer a particular question.,,,,,,
,Unwillingness Error is where respondents are eager to answer a particular question by modifying it,,,,,,
,Unwillingness Error is where respondents are reluctant to answer all the questions.,,,,,,
, Unwillingness Error is where respondents are reluctant to answer a particular question.,,,,,,
,,,,,,,
,What is an Unstructured Questionnaire?,D,E,Theory,Single Choice,Marketing: Market Research,
,Questions that have a set of anticipated responses listed on the questionnaires.,,,,,,
,Questions that do not have a set of unanticipated responses listed on the questionnaires.,,,,,,
,Questions that have a set of unanticipated responses listed on the questionnaires.,,,,,,
,Questions that do not have a set of anticipated responses listed on the questionnaires.,,,,,,
,,,,,,,
,What is a Structured Questionnaire?,A,E,Theory,Single Choice,Marketing: Market Research,
,Questions that have a set of anticipated responses listed on the questionnaires.,,,,,,
,Questions that do not have a set of unanticipated responses listed on the questionnaires.,,,,,,
,Questions that have a set of unanticipated responses listed on the questionnaires.,,,,,,
,Questions that do not have a set of anticipated responses listed on the questionnaires.,,,,,,
,,,,,,,
,What is an Unstructured Question?,D,E,Theory,Single Choice,Marketing: Market Research,
,This is a question that provokes or influences the answer of the respondent in some way.,,,,,,
,This is a question that does not have any relevance in relation to the context,,,,,,
,This is a question that hurts the sentiments of the respondant,,,,,,
,This is a question that does not provoke or influence the answer of the respondent in any way.,,,,,,
,,,,,,,
,What is a Structured Question?,A,E,Theory,Single Choice,Marketing: Market Research,
,This is a question that provokes or influences the answer of the respondent in some way.,,,,,,
,This is a question that does not have any relevance in relation to the context,,,,,,
,This is a question that hurts the sentiments of the respondant,,,,,,
,This is a question that does not provoke or influence the answer of the respondent in any way.,,,,,,
,,,,,,,
,What is an Univariate Data set?,D,E,Theory,Single Choice,Marketing: Market Research,
,A data set in which two different variables have been made on each respondent.,,,,,,
,A data set in which more than two variables have been made on each respondent.,,,,,,
,A data set in which no variable has been made on the respondent.,,,,,,
,A data set in which one measurement (variable) has been made on each respondent.,,,,,,
,,,,,,,
,What is a Bivariate set?,A,E,Theory,Single Choice,Marketing: Market Research,
,A data set in which two different variables have been made on each respondent.,,,,,,
,A data set in which more than two variables have been made on each respondent.,,,,,,
,A data set in which no variable has been made on the respondent.,,,,,,
,A data set in which one measurement (variable) has been made on each respondent.,,,,,,
,,,,,,,
,What is Undisguised Observation?,D,M,Theory,Single Choice,Marketing: Market Research,
,The observation of behavior or events without participants’ knowledge.,,,,,,
,The observation of participant's behaviour which is not readily seen in normal way,,,,,,
,The observation of participant's behaviour which is readily seen in normal way,,,,,,
,The observation of behavior or events with participants’ knowledge.,,,,,,
,,,,,,,
,What is Disguised Observation?,A,M,Theory,Single Choice,Marketing: Market Research,
,The observation of behavior or events without participants’ knowledge.,,,,,,
,The observation of participant's behaviour which is not readily seen in normal way,,,,,,
,The observation of participant's behaviour which is readily seen in normal way,,,,,,
,The observation of behavior or events with participants’ knowledge.,,,,,,
,,,,,,,
,What is a two way focus group?,D,H,Theory,Single Choice,Marketing: Market Research,
,A focus group observes a second focus group and then the second focus group does the same with the first focus group,,,,,,
,A focus group observes a second focus group and then the first group discusses about the weakness of the second focus group,,,,,,
,A focus group observes a second focus group and then the first group start discussing points which are left by the seconf focus group.,,,,,,
,A focus group observes a second focus group and then the first group discusses what the participants learned from their observations.,,,,,,
,,,,,,,
,Who is a tweenager?,D,H,Theory,Single Choice,Marketing: Market Research,
,A young person aged around 8/9 to 18,,,,,,
,A young person aged around 8/9 to 15,,,,,,
,A young person aged around 12 to 18,,,,,,
,A young person aged around 8/9 to 12,,,,,,
,,,,,,,
,TTRA stands for _____________________________,C,H,Theory,Single Choice,Marketing: Market Research,
, Transport and Tourism Research Association,,,,,,
,Travel and Transport Reseach Association,,,,,,
,Travel and Tourism Research Association.,,,,,,
,Travel and Transport Reseach Associates,,,,,,
,,,,,,,
,A type of statistical experimental design where units are assigned to groups that represent all possible combinations of the independent variables of interest.Name the experimental design.,C,H,Theory,Single Choice,Marketing: Market Research,
, After-Only with Control Group,,,,,,
,Before and After with a Control Group,,,,,,
,Factorial Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,A type of statistical experimental design where the aim is to remove the error associated with variations in two non-interacting external variables.Name the experimental design.,D,H,Theory,Single Choice,Marketing: Market Research,
, After-Only with Control Group,,,,,,
,Before and After with a Control Group,,,,,,
,Factorial Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,A type of quasi-experimental design where a series of periodic measurements is taken from two groups of test units (an experimental group and a control).Name the experimental design.,A,H,Theory,Single Choice,Marketing: Market Research,
, Multiple Time Series Design,,,,,,
,Before and After with a Control Group,,,,,,
,Factorial Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,"A type of pre-experimental design where a single group of test units is measured, exposed to an experimental treatment, and then measured again.Name the experimental design.",B,H,Theory,Single Choice,Marketing: Market Research,
, Multiple Time Series Design,,,,,,
,One Group Pre-test-post-test,,,,,,
,Factorial Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,A type of pre-experimental design where a single group of test units is exposed to an experimental treatment and a single measurement is taken afterwards.Name the experimental design.,A,H,Theory,Single Choice,Marketing: Market Research,
, One-shot case study,,,,,,
,One Group Pre-test-post-test,,,,,,
,Factorial Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,A type of true experimental design where test units are randomly allocated to an experimental group and a control group. Name the experimental design.,C,H,Theory,Single Choice,Marketing: Market Research,
, One-shot case study,,,,,,
,One Group Pre-test-post-test,,,,,,
,Post-test only control group design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,A type of experimental design that applies some but not all of the procedures of a true experiment and lacks full experimental control. Name the experimental design.,C,M,Theory,Single Choice,Marketing: Market Research,
, One-shot case study,,,,,,
,One Group Pre-test-post-test,,,,,,
,Quasi-Experimental Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,A type of statistical experimental design where units are blocked (or grouped) on the basis of one external variable to ensure that the experimental and control group are matched on that variable.Name the design.,A,E,Theory,Single Choice,Marketing: Market Research,
, Randomised Block design,,,,,,
,One Group Pre-test-post-test,,,,,,
,Quasi-Experimental Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,"A type of quasi-experimental design where a series of periodic measurements is taken from one group of test units, followed by a treatment, then another series of measurements.Name the experimental design.",B,M,Theory,Single Choice,Marketing: Market Research,
, Randomised Block design,,,,,,
,Time Series Design,,,,,,
,Quasi-Experimental Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,A type of experimental design where the researcher randomly assigns test units and treatments to the experimental groups.Name it.,C,M,Theory,Single Choice,Marketing: Market Research,
, Randomised Block design,,,,,,
,Time Series Design,,,,,,
,True Experimental Design,,,,,,
,Latin Square Design,,,,,,
,,,,,,,
,An electronic device attached to a TV set that monitors which programs are watched by whom.Name it.,A,M,Theory,Single Choice,Marketing: Market Research,
, Audimeter,,,,,,
,Data Collection Instrument,,,,,,
,Electroencephalogram,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,"A device used to gather information from a respondent, for example, questionnaires, computers, tape recorders, or video tape machines.Name it.",B,M,Theory,Single Choice,Marketing: Market Research,
, Audimeter,,,,,,
,Data Collection Instrument,,,,,,
,Electroencephalogram,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,A device used to measure and record electrical activity in one’s brain.Name it.,C,M,Theory,Single Choice,Marketing: Market Research,
, Audimeter,,,,,,
,Data Collection Instrument,,,,,,
,Electroencephalogram,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,A device that measures changes in the electrical resistance of the skin (due to perspiration).Name it.,D,H,Theory,Single Choice,Marketing: Market Research,
, Audimeter,,,,,,
,Data Collection Instrument,,,,,,
,Electroencephalogram,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,A device that is able to read and electronically store data from questionnaires or barcodes.Name it.,A,M,Theory,Single Choice,Marketing: Market Research,
, Optical Scanner,,,,,,
,Data Collection Instrument,,,,,,
,Electroencephalogram,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,An electronic device attached to a TV set that monitors which programs are watched by whom.Name it.,A,H,Theory,Single Choice,Marketing: Market Research,
, People Meter,,,,,,
,Data Collection Instrument,,,,,,
,Electroencephalogram,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,A device used to measure the dilation of a participant’s pupil in response to a visual stimulus.Name it.,B,H,Theory,Single Choice,Marketing: Market Research,
, People Meter,,,,,,
,Pupilometer,,,,,,
,Electroencephalogram,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,A device that allows a participant to look at some stimulus material (e.g. packaging or a brand name) for a pre-defined brief period of time.Name it.,C,H,Theory,Single Choice,Marketing: Market Research,
, People Meter,,,,,,
,Pupilometer,,,,,,
, T-Scope,,,,,,
,Galvanic Skin Response Meter,,,,,,
,,,,,,,
,A device used for recognition tests by changing the intensity and exposure of images. This device is often used in package testing.Name it.,D,H,Theory,Single Choice,Marketing: Market Research,
, People Meter,,,,,,
,Pupilometer,,,,,,
, T-Scope,,,,,,
,Tachistoscope,,,,,,
,,,,,,,
,What is a Topline Report?,D,H,Theory,Single Choice,Marketing: Market Research,
,A brief summary of the facts and figures associated with the study,,,,,,
,A brief summary of the main problems while conducting the study,,,,,,
,A brief summary of the advantages of conducting the study.,,,,,,
, A brief summary of the main findings of a study.,,,,,,
,,,,,,,
,What is a Top-of-Mind Awareness?,D,H,Theory,Single Choice,Marketing: Market Research,
,A measure of how difficult is to recall a brand name or concept by a respondant.,,,,,,
,A measure of how much a respondant is associated with a brand,,,,,,
,A measure of how a responant is aware of the recent happenings of a particular brand.,,,,,,
,A measure of how readily a brand name or concept comes to respondent' minds.,,,,,,
,,,,,,,
,What is a third-person technique?,D,E,Theory,Single Choice,Marketing: Market Research,
,A projective technique where participants are presented with a situation and are asked to suggest their feelings and attitudes towards that situation.,,,,,,
,A projective technique where participants are presented with a situation and are asked to suggest their immediate feelings and attitudes related to the situation.,,,,,,
,A projective technique where participants are presented with a situation and are asked to suggest the feelings and attitudes of their partents to the situation.,,,,,,
,A projective technique where participants are presented with a situation and are asked to suggest the feelings and attitudes of other people to the situation.,,,,,,
,,,,,,,
,Additional interviews involving a particular sub-group of a sample to ensure there are sufficient members of the sub-group in the resulting sample is known as _____________________..,D,H,Theory,Single Choice,Marketing: Market Research,
,Deduping,,,,,,
,Cohort,,,,,,
,Churn,,,,,,
,Booster,,,,,,
,,,,,,,
,Removing potential respondents from the research sample is called ____________________.,A,H,Theory,Single Choice,Marketing: Market Research,
,Deduping,,,,,,
,Cohort,,,,,,
,Churn,,,,,,
,Booster,,,,,,
,,,,,,,
,Those in a study with similar demographic characteristics is called ______________.,B,H,Theory,Single Choice,Marketing: Market Research,
,Deduping,,,,,,
,Cohort,,,,,,
,Churn,,,,,,
,Booster,,,,,,
,,,,,,,
,___________________ is the amount of respondents that leave a panel during a specific time frame.,C,H,Theory,Single Choice,Marketing: Market Research,
,Deduping,,,,,,
,Cohort,,,,,,
,Churn,,,,,,
,Booster,,,,,,
,,,,,,,
,"The accepted abbreviation to indicate that a phone number has been disconnected, usually noted on the dialing report by the interviewer is called ____________________.",C,H,Theory,Single Choice,Marketing: Market Research,
,Hash Mark,,,,,,
,Frugging,,,,,,
, Disc,,,,,,
,DK (Don't know),,,,,,
,,,,,,,
,A way of tallying or counting by accumulating identical lines into groups of five is called ___________________.,A,E,Theory,Single Choice,Marketing: Market Research,
,Hash Mark,,,,,,
,Frugging,,,,,,
, Disc,,,,,,
,DK (Don't know),,,,,,
,,,,,,,
,Fund raising under the guise of research is called _____________________.,B,H,Theory,Single Choice,Marketing: Market Research,
,Hash Mark,,,,,,
,Frugging,,,,,,
, Disc,,,,,,
,DK (Don't know),,,,,,
,,,,,,,
,The abbreviation recorded when a respondent lacks the knowledge to provide an answer to a question is called________________.,D,E,Theory,Single Choice,Marketing: Market Research,
,Hash Mark,,,,,,
,Frugging,,,,,,
, Disc,,,,,,
,DK (Don't know),,,,,,
,,,,,,,
,The process of punching holes in a card by a machine for data processing is called ________________________.,A,E,Theory,Single Choice,Marketing: Market Research,
,Keypunch,,,,,,
,Frugging,,,,,,
, Disc,,,,,,
,DK (Don't know),,,,,,
,,,,,,,
,Phases of the research project in which respondents will participate is called _________________.,D,E,Theory,Single Choice,Marketing: Market Research,
,Keypunch,,,,,,
,Frugging,,,,,,
, Disc,,,,,,
,Leg,,,,,,
