,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Bandwidth in network indicates transmitting capacity of a signal,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Bridge in the network is used to separate LANS,b,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Dbms stabds for datavase management system,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Relationship among set of values is represented by row in DBms,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,DHCP stands for Dynamic host Computed protocol,b,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Routing is done on the Network Layer,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,The port number in a TCP connection specifies communication process on two end system,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Computer is a combination of multiple computers internally,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Hierarchial data is stored suing Tree structure in IT ,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Data integrity means that the data must be valid according to the given constraints,b,M,Theory,Single Choice,IT: IT Product Development,
,FALSE,,,,,,
,TRUE,,,,,,
,,,,,,,
,Is google doc an example of cloud computing,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Is it possible to use CRM systems to mange entire cusstomer eelationship cycle all at once. State true or false,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,"Consultants may be members of various committes, boards & special advisers to top managers",a,M,Theory,Single Choice,IT: IT Consulting,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,IT projects deliver tangible products/outputs,b,M,Theory,Single Choice,IT: IT Project Management,
,TRUE,,,,,,
,FALSE,,,,,,
