,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,USP stands for ______________________.,D,E,Theory,Single Choice,Marketing: Advertising,
,Unique Selling Plan,,,,,,
,Unique Seller Plan,,,,,,
,Unique Seller Proposition,,,,,,
, Unique Selling Proposition,,,,,,
,,,,,,,
,Ramesh and Suresh' are associated with which brand's advertisement?,A,M,Theory,Single Choice,Marketing: Advertising,
,5-star,,,,,,
,Snickers,,,,,,
,Kitkat,,,,,,
,Dairy Milk,,,,,,
,,,,,,,
,Testing an advertisement or an audience sample prior to placing the ad in the media is called ________________________.,D,M,Theory,Single Choice,Marketing: Advertising,
,Consumer Jury test,,,,,,
,Theater Testing,,,,,,
,Tachistoscope testing,,,,,,
,Pretesting,,,,,,
,,,,,,,
,"A method of testing advertisements that involves asking consumers to compare, rank, and otherwise evaluate the ads is called ________________________.",A,M,Theory,Single Choice,Marketing: Advertising,
,Consumer Jury test,,,,,,
,Theater Testing,,,,,,
,Tachistoscope testing,,,,,,
,Pretesting,,,,,,
,,,,,,,
,"Research to determine an ad's effectiveness, based on consumer responses to the ad is called ____________________.",A,H,Theory,Single Choice,Marketing: Advertising,
,Copy testing,,,,,,
,Theater Testing,,,,,,
,Tachistoscope testing,,,,,,
,Pretesting,,,,,,
,,,,,,,
,Testing the effects of an ad after it has appeared in the media is called _______________________.,D,M,Theory,Single Choice,Marketing: Advertising,
,Copy testing,,,,,,
,Theater Testing,,,,,,
,Tachistoscope testing,,,,,,
,Posttesting,,,,,,
,,,,,,,
,A method used in advertising and packaging recall tests used to measure a viewer's recognition and perception of various elements within an ad is called ________________.,C,H,Theory,Single Choice,Marketing: Advertising,
,Copy testing,,,,,,
,Theater Testing,,,,,,
,Tachistoscope testing,,,,,,
,Posttesting,,,,,,
,,,,,,,
,What is 'Wear Out' in Advertising ?,C,M,Theory,Single Choice,Marketing: Advertising,
,The point reached when an advertising campaign loses it's effectiveness due to poor content,,,,,,
,The point reached when an advertising campaign is most effective.,,,,,,
,The point reached when an advertising campaign loses it's effectiveness due to repeated overplay of ads,,,,,,
, The point reached when an advertising campaign has become effective and is at the top at that point of time.,,,,,,
,,,,,,,
,An advertising plan should have the following things except :,A,M,Theory,Single Choice,Marketing: Advertising,
,what amount of revenue it will generate,,,,,,
,how to determine whether or not the campaign was successful in obtaining its goals,,,,,,
,How should advertising goals be achieved,,,,,,
,what goals an advertising campaign should achieve,,,,,,
,,,,,,,
,What is a Corporate advertising campaign?,A,E,Theory,Single Choice,Marketing: Advertising,
,A campaign that promotes a corporation,,,,,,
,A campaign that promotes a corporation's product,,,,,,
,A campaign that promotes a corporation's values,,,,,,
,A campaign that promotes a corporation's services,,,,,,
,,,,,,,
,Which actress becomes a TV reporter in the ad of a toothpaste brand whose tagline is 'Kya aapke toothpaste mein namak hai'?,A,E,Theory,Single Choice,Marketing: Advertising,
,Madhuri Dixit,,,,,,
, Aishwarya Rai,,,,,,
, Lara Dutta,,,,,,
, Deepika Podukone,,,,,,
,,,,,,,
,What is the real name of 'Airtel 4G Girl'?,C,H,Theory,Single Choice,Marketing: Advertising,
, Sasha Sharma,,,,,,
,Sasha Kulkarni,,,,,,
,Sasha Chettri,,,,,,
,Sasha Chopra,,,,,,
,,,,,,,
,Zoozoo is the mascot of _____________________.,C,E,Theory,Single Choice,Marketing: Advertising,
, Airtel,,,,,,
, Hutch,,,,,,
, Vodafone,,,,,,
, BSNL,,,,,,
,,,,,,,
,A pug following his little master was shown in the advertisement of ______________________.,B,M,Theory,Single Choice,Marketing: Advertising,
, Airtel,,,,,,
, Hutch,,,,,,
, Vodafone,,,,,,
, BSNL,,,,,,
,,,,,,,
,"Hema,Rekha,Jaya and sushma' were in the advertisement of which brand?",C,E,Theory,Single Choice,Marketing: Advertising,
,Rin,,,,,,
,Vim,,,,,,
,Nirma,,,,,,
, Wheel,,,,,,
,,,,,,,
,Chintamani is the mascot of which bank?,B,H,Theory,Single Choice,Marketing: Advertising,
,Yes Bank,,,,,,
,ICICI Bank,,,,,,
,PNB,,,,,,
,Axis Bank,,,,,,
,,,,,,,
,An uncle with two horns in his head portraying a devil' is shown in which brand's advertisement?,D,M,Theory,Single Choice,Marketing: Advertising,
,LG,,,,,,
,Sansui,,,,,,
,Samsung,,,,,,
, Onida,,,,,,
,,,,,,,
,Joker Ronald is the mascot of _______________________.,C,H,Theory,Single Choice,Marketing: Advertising,
,Burger King,,,,,,
,Subway,,,,,,
,McDonald's,,,,,,
,KFC,,,,,,
,,,,,,,
,Colonel Harland David Sanders is the mascot of _____________________.,D,E,Theory,Single Choice,Marketing: Advertising,
,Burger King,,,,,,
,Subway,,,,,,
,McDonald's,,,,,,
,KFC,,,,,,
,,,,,,,
,I'm lovin' it' is the tagline of _________________.,C,E,Theory,Single Choice,Marketing: Advertising,
,Burger King,,,,,,
,Subway,,,,,,
,McDonald's,,,,,,
,KFC,,,,,,
,,,,,,,
,Our Finger Lickin' Good ' is the tagline of ___________________.,D,E,Theory,Single Choice,Marketing: Advertising,
,Burger King,,,,,,
,Subway,,,,,,
,McDonald's,,,,,,
,KFC,,,,,,
,,,,,,,
,Have it your way' is the tagline of __________________.,A,M,Theory,Single Choice,Marketing: Advertising,
,Burger King,,,,,,
,Subway,,,,,,
,McDonald's,,,,,,
,KFC,,,,,,
,,,,,,,
,Eat Fresh' is the tagline of _____________________.,B,M,Theory,Single Choice,Marketing: Advertising,
,Burger King,,,,,,
,Subway,,,,,,
,McDonald's,,,,,,
,KFC,,,,,,
,,,,,,,
,Approach to advertising budgeting in which the dollars spent to advertise are represented as an investment toward sales and profits is called ____________________.,D,H,Theory,Single Choice,Marketing: Advertising,
, Percent of Sales method,,,,,,
,Fixed-sum-per-unit method,,,,,,
, Marginal Analysis,,,,,,
,Payout Planning,,,,,,
,,,,,,,
,"Method of determining the advertising budget based on an analysis of past sales, as well as a forecast for future sales is called ________________________-.",A,E,Theory,Single Choice,Marketing: Advertising,
, Percent of Sales method,,,,,,
,Fixed-sum-per-unit method,,,,,,
, Marginal Analysis,,,,,,
,Payout Planning,,,,,,
,,,,,,,
,"A method of determining an advertising budget, which is based directly on the number of units sold is called ________________________.",B,E,Theory,Single Choice,Marketing: Advertising,
, Percent of Sales method,,,,,,
,Fixed-sum-per-unit method,,,,,,
, Marginal Analysis,,,,,,
,Payout Planning,,,,,,
,,,,,,,
,Technique of setting the advertising budget by assuming the point at which an additional dollar spent on advertising equals additional profit is called _________________________.,C,H,Theory,Single Choice,Marketing: Advertising,
, Percent of Sales method,,,,,,
,Fixed-sum-per-unit method,,,,,,
, Marginal Analysis,,,,,,
,Payout Planning,,,,,,
,,,,,,,
,"__________________________ is to alter photographs, artwork, or film to emphasize or introduce desired features and also to eliminate unwanted ones.",D,H,Theory,Single Choice,Marketing: Advertising,
,Camera-ready art,,,,,,
,Continuous Tone art,,,,,,
,Daypart,,,,,,
,Retouching,,,,,,
,,,,,,,
,Artwork that is in sufficiently finished form to be photographed for printing is called ____________________.,A,H,Theory,Single Choice,Marketing: Advertising,
,Camera-ready art,,,,,,
,Continuous Tone art,,,,,,
,Daypart,,,,,,
,Retouching,,,,,,
,,,,,,,
,__________________________ is where a photograph or other art depicts smooth gradations from one level of gray to another.,B,H,Theory,Single Choice,Marketing: Advertising,
,Camera-ready art,,,,,,
,Continuous Tone art,,,,,,
,Daypart,,,,,,
,Retouching,,,,,,
,,,,,,,
,"Broadcast media divide the day into several standard time periods, each of which is called a ______________________.",C,H,Theory,Single Choice,Marketing: Advertising,
,Camera-ready art,,,,,,
,Continuous Tone art,,,,,,
,Daypart,,,,,,
,Retouching,,,,,,
,,,,,,,
,A type of research study that follows the same group of subjects over an extended period of time is called _______________________.,C,H,Theory,Single Choice,Marketing: Advertising,
,Motivation Research,,,,,,
,Pupilometrics,,,,,,
,Tracking studies,,,,,,
, Unaided recall,,,,,,
,,,,,,,
,"_________________________ is used to investigate the psychological reasons why individuals buy specific types of merchandise, or why they respond to specific advertising appeals.",A,H,Theory,Single Choice,Marketing: Advertising,
,Motivation Research,,,,,,
,Pupilometrics,,,,,,
,Tracking studies,,,,,,
, Unaided recall,,,,,,
,,,,,,,
,A method of advertising research in which a study is conducted on the relationship between a viewer's pupil dilation and the interest factor of visual stimuli is called _______________.,B,M,Theory,Single Choice,Marketing: Advertising,
,Motivation Research,,,,,,
,Pupilometrics,,,,,,
,Tracking studies,,,,,,
, Unaided recall,,,,,,
,,,,,,,
,A research method in which a respondent is given no assistance in answering questions regarding a specific advertisement is called__________________.,D,M,Theory,Single Choice,Marketing: Advertising,
,Motivation Research,,,,,,
,Pupilometrics,,,,,,
,Tracking studies,,,,,,
, Unaided recall,,,,,,
,,,,,,,
,A method of advertising research that emphasizes measurement of incidence of consumer trends within a population is called ____________________.,B,M,Theory,Single Choice,Marketing: Advertising,
,Motivation Research,,,,,,
,Quantitative research,,,,,,
,Tracking studies,,,,,,
, Unaided recall,,,,,,
,,,,,,,
,"___________________________ refers to theories regarding symbolism and how people glean meaning from words, sounds, and pictures.",B,H,Theory,Single Choice,Marketing: Advertising,
,Slicks,,,,,,
,Semiotics,,,,,,
,Velox,,,,,,
,Intaglio,,,,,,
,,,,,,,
,A high-quality proof of an advertisement printed on glossy paper which is suited for reproduction is called _________________.,A,H,Theory,Single Choice,Marketing: Advertising,
,Slicks,,,,,,
,Semiotics,,,,,,
,Velox,,,,,,
,Intaglio,,,,,,
,,,,,,,
,_____________________ is a type of paper used for it's superior reproduction qualities.,C,M,Theory,Single Choice,Marketing: Advertising,
,Slicks,,,,,,
,Semiotics,,,,,,
,Velox,,,,,,
,Intaglio,,,,,,
,,,,,,,
,________________________ is a form of printing that results in a raised or engraved print surface.,D,H,Theory,Single Choice,Marketing: Advertising,
,Slicks,,,,,,
,Semiotics,,,,,,
,Velox,,,,,,
,Intaglio,,,,,,
,,,,,,,
,_______________________ is the largest advertising agency of the world in terms of revenue.,B,M,Theory,Single Choice,Marketing: Advertising,
, Omnicom Group,,,,,,
, WPP Group,,,,,,
, Publicis Groupe,,,,,,
,Dentsu,,,,,,
,,,,,,,
,______________________________ is the largest advertising agency of India .,C,M,Theory,Single Choice,Marketing: Advertising,
, McCain-Erickson India Ltd.,,,,,,
, Mudra Communications Ltd,,,,,,
, Ogilvy & Mather Ltd,,,,,,
,Rediffusion-DY&R,,,,,,
,,,,,,,
,Which of the following is not a tagline of Fevicol?,A,E,Theory,Single Choice,Marketing: Advertising,
,Niklega nahi,,,,,,
,Bahega nahi,,,,,,
,Chootega nahi,,,,,,
,Tootega nahi,,,,,,
