,Questions,Correct answer,Level,Category,Type,Skills,Answer Description
,The company marketing mix that targets market segments broadly is called,B,H,Theory,Single Choice,Marketing,
, Segmented marketing,,,,,,
, mass marketing,,,,,,
, Niche marketing,,,,,,
, Micro marketing,,,,,,
,,,,,,,
,In the adoption process the consumer seek information in which stage,B,E,Theory,Single Choice,Marketing:Consumer Insights,
, Interest stage,,,,,,
, Evaluation stage,,,,,,
, Awareness stage,,,,,,
, all of the above,,,,,,
,,,,,,,
,The third step in personal selling process after the pre-approach step is,D,E,Theory,Single Choice,Marketing,
, handling objections,,,,,,
, Prospecting and qualifying,,,,,,
, Presentation and demonstration,,,,,,
, Approach,,,,,,
,,,,,,,
,A group whose values and behaviours are rejected by individuals is known as,A,M,Theory,Single Choice,Marketing:Market Research,
, disocciate group,,,,,,
, associate group,,,,,,
, inspirational group,,,,,,
, aspiration groups,,,,,,
,,,,,,,
,Loyal and regular customers of companies are rewarded by designed programs are called,C,H,Theory,Single Choice,Marketing:Consumer Marketing,
, Customer programs,,,,,,
, Distribution programs,,,,,,
, Frequency programs,,,,,,
, none of these,,,,,,
,,,,,,,
,In buyer decision process the percentage of potential customers in given target market are called,D,M,Theory,Single Choice,Marketing,
, Customer funnel,,,,,,
, Retailers funnel,,,,,,
, Company funnel,,,,,,
, marketing funnel,,,,,,
,,,,,,,
,In B.C.G matrix the groups with high market share and low growth potential are called,B,M,Theory,Single Choice,Marketing,
, Dogs,,,,,,
,Cows,,,,,,
, Stars,,,,,,
, Question marks,,,,,,
,,,,,,,
,Which of the following are the part of marketing communication mix?,D,H,Theory,Single Choice,Marketing:Marketing Communications,
, Sales promotion,,,,,,
, Events and expereinces,,,,,,
, Mobile marketing,,,,,,
, all of these,,,,,,
,,,,,,,
,The face to face interaction with one or more prospective purchases for the purpose of making presentations and procuring orders is called,A,H,Theory,Single Choice,Marketing,
, Peersonal selling,,,,,,
, Direct marketing,,,,,,
, Public relations and publicicty,,,,,,
, Advertising,,,,,,
,,,,,,,
,What are the options for online marketing communication?,D,H,Theory,Single Choice,Marketing:Marketing Communications,
, Websites,,,,,,
, Search ads,,,,,,
, Display ads,,,,,,
, all of these,,,,,,
,,,,,,,
,In search ads generally on what basis the firms will be charged?,A,M,Theory,Single Choice,Marketing:Digital Marketing,
, Cost per click,,,,,,
, Cost of one ad appearance,,,,,,
, Cost per display,,,,,,
, None of these,,,,,,
,,,,,,,
,Which of the following is created by the firm to the customer through good brands,B,E,Theory,Single Choice,Marketing,
, Product,,,,,,
, Value,,,,,,
, Price,,,,,,
, cost,,,,,,
,,,,,,,
,"When two brands combined together to create one brand using strong expressions of both, this is called",C,M,Theory,Single Choice,Marketing:Brand Management,
, Brand equity,,,,,,
, Brand management,,,,,,
, Bundling,,,,,,
, Branding,,,,,,
,,,,,,,
,The pricing model offers opportunity to set different levels of pricing for different needs is also known as,C,H,Theory,Single Choice,Marketing:Pricing Strategy,
, skim pricing,,,,,,
, value in use pricing,,,,,,
, Segement pricing,,,,,,
, Strategic value pricing,,,,,,
,,,,,,,
,Which of the following mode of direct marketing owes to well structured communications in the form of catalogs,D,E,Theory,Single Choice,Marketing:Telecom Marketing,
, Sales promotion,,,,,,
, Advertising,,,,,,
, publicity,,,,,,
, tele marketing,,,,,,
,,,,,,,
,The image of brand in customer mind is the ____ with customer,A,M,Theory,Single Choice,Marketing:Brand Management,
, actual association of brand,,,,,,
, vision of brand,,,,,,
, positioning,,,,,,
, Personality traits,,,,,,
,,,,,,,
,Delivery services offered by restaurants in our market on phone calls are the examples of,D,M,Theory,Single Choice,Marketing:Direct Marketing,
, Perosnal selling,,,,,,
, Publicity,,,,,,
, Sales promotion,,,,,,
, Direct marketing,,,,,,
,,,,,,,
,Which of the following consists of important aspects of detailed strategic definition and objectives of brand,B,H,Theory,Single Choice,Marketing:Brand Management,
, Brand extension,,,,,,
, brand chartering,,,,,,
, brand planning,,,,,,
, brand equity,,,,,,
,,,,,,,
,which of the following is the characteristic of brand strength?,D,H,Theory,Single Choice,Marketing:Brand Management,
, Price premium,,,,,,
, patents and rights,,,,,,
, Brand reputation,,,,,,
, Perceived brand personality,,,,,,
,,,,,,,
,"In market research, primary data gathered by observing relevant actions and people is called",D,H,Theory,Single Choice,Marketing:Market Research,
, Experimental research,,,,,,
, thnographic research,,,,,,
, Descriptive research,,,,,,
, Observational research,,,,,,
,,,,,,,
,The process of watching customers in natural environment is called,A,M,Theory,Single Choice,Marketing:Market Research,
, ethnographic research,,,,,,
, Experimental research,,,,,,
,observational research,,,,,,
, none of these,,,,,,
,,,,,,,
,Second step in marketing research process is,B,M,Theory,Single Choice,Marketing:Market Research,
, implement research process,,,,,,
, Develop research process,,,,,,
, Define research problem,,,,,,
, none of these,,,,,,
,,,,,,,
,Strategic market groups with low market share and high market growth are called,C,M,Theory,Single Choice,Marketing,
, Dogs,,,,,,
, Cows,,,,,,
, Question marks,,,,,,
, Stars,,,,,,
,,,,,,,
,In BCG matrix the groups with high market share and high growth potential are called,A,M,Theory,Single Choice,Marketing,
, Stars,,,,,,
, Dogs,,,,,,
, Cows,,,,,,
, question marks,,,,,,
