,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
, Large volume sales,,,,,,
, Volume of sales will remain constant,,,,,,
, Size of each PO will reduce,,,,,,
, Both B & C,,,,,,
,,,,,,,
,"Post GST, your on-time delivery is likely to ___________",B,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Increase,,,,,,
, Reduce,,,,,,
, Remain same,,,,,,
, Either a or c,,,,,,
,,,,,,,
,Define ROTI,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Return On Time Invested,,,,,,
, Return On Travel and Interaction,,,,,,
, Rate Of Travel and Interaction,,,,,,
, Return Of Training and Induction,,,,,,
,,,,,,,
,"A customer cluster incurs a cost of $25,880 with a gross margin of $100,000. What is ROTI?",A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, 3.86,,,,,,
, 4.00 ,,,,,,
, 5.03,,,,,,
, None of them,,,,,,
,,,,,,,
,Which of the following is not part of a product life cycle?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Growth,,,,,,
, Maturity,,,,,,
, Decline,,,,,,
, Steadiness,,,,,,
,,,,,,,
,"If your sales department spends INR 10,00,000 and generartes 30 customers then the customer acquisition cost is: ",B,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
," 10,00,000 * 30",,,,,,
," 10,00,000 / 30",,,,,,
, Insufficient data given,,,,,,
, None of them,,,,,,
,,,,,,,
,A prospect buyer–,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, May buy ,,,,,,
, always buys,,,,,,
, never buys,,,,,,
, None of these,,,,,,
,,,,,,,
,For value added selling the sales people need to do the following except:,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Developing quality relationship,,,,,,
, Identifying customer needs,,,,,,
, Good after sales service,,,,,,
, Competitive pricing,,,,,,
,,,,,,,
,Acid Test of a sales person is?,C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Brand preference of customer,,,,,,
, Brand awareness of customer,,,,,,
, Brand loyalty of customer,,,,,,
, Brand equity of customer,,,,,,
,,,,,,,
,The payment duration is longer for _____________,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, B2B sales,,,,,,
, B2C sales,,,,,,
, Equal for both a & b,,,,,,
, C2C sales,,,,,,
,,,,,,,
,Sources of prospects can be from which of the following,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Press,,,,,,
, Cold canvassing,,,,,,
, Internet,,,,,,
, All of them,,,,,,
,,,,,,,
,To gain the trust of the customer. What would you do?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Ensure promises are kept,,,,,,
, Swift response to enquiries,,,,,,
, Arrange factory visits,,,,,,
, All of them,,,,,,
,,,,,,,
,Your customer claims poor quality of service. What should you do improve the quality?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Give fast accurate quotes,,,,,,
, Defect reduction,,,,,,
, Timely delivery,,,,,,
, All of them,,,,,,
,,,,,,,
,Laddering technique is used to understand consumer's ________________,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Insights,,,,,,
, Intentions,,,,,,
, Behaviour,,,,,,
, Can be a or c,,,,,,
,,,,,,,
,A franchisee sells a producer's products ___________,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Occasionally,,,,,,
, In wholesale,,,,,,
, Exclusively,,,,,,
, Regularly,,,,,,
,,,,,,,
,"In a Joint venture, the shares of both the organizations are ",A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Equal,,,,,,
, Parent company has higher stake,,,,,,
, Dependant on negotiations,,,,,,
, None of these,,,,,,
,,,,,,,
,FDI is permitted upto __________ in single brand businesses in india,B,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, 45,,,,,,
, 51,,,,,,
, 50,,,,,,
, 49,,,,,,
,,,,,,,
,___________ is the most competitve advantage for a retailer,C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Price,,,,,,
, Promotion,,,,,,
, Location,,,,,,
, Discount,,,,,,
,,,,,,,
,A C&C wholesaler can be a threat to a,C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Wholesaler,,,,,,
, Retailer,,,,,,
, Both a & b,,,,,,
, It doesn't pose a threat,,,,,,
,,,,,,,
,Width of distribution means,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Maximum no. of brands and packs sold in an outlet,,,,,,
, Minimum no. of brands and packs sold in an outlet,,,,,,
, Regular no. of brands and packs sold in an outlet,,,,,,
," Optimum no, of brands and packs sold in an outlet",,,,,,
,,,,,,,
,Distribution system is a __________ between the customer and the manufacturer,B,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Contact,,,,,,
, Bridge,,,,,,
, Hindrance,,,,,,
, Obstacle,,,,,,
,,,,,,,
,Which of the following is NOT a characteristic of B2C marketing?,C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Product driven,,,,,,
, Maximize the value of the transaction,,,,,,
, Rational buying decision based on business value,,,,,,
," Single step buying process, shorter sales cycle",,,,,,
,,,,,,,
,Which of the following is a characteristic of B2C marketing?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
," Multi-step buying process, longer sales cycle",,,,,,
, Brand identity created on personal relationship,,,,,,
, Educational and awareness building activities,,,,,,
, Merchandising and point of purchase activities,,,,,,
,,,,,,,
,Which of the following is not a quality of a typical concumer in B2C marketing?,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Buyer is sophisticated and understands your product or service better than you do,,,,,,
, Buyer is usually looking for the best price,,,,,,
," Buyer trusts the retail outlet, either the store front or on the Internet",,,,,,
, None of these,,,,,,
,,,,,,,
,Whats is the importance of a strong brand in B2C marketing?,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, A strong brand in B2C will only help you be considered (not necessarily chosen),,,,,,
," A strong brand can encourage the consumer to buy, remain loyal and potentially pay a higher price",,,,,,
, Both A & B,,,,,,
, None of these,,,,,,
,,,,,,,
,Which of the following is a part of the Internet Marketing Plan in B2C marketing?,,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, All of these,A,,,,,
, Operative Decisions,,,,,,
, Data Analysis,,,,,,
, Strategic Decisions,,,,,,
,,,,,,,
,How do the firms make money online in B2C business?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Broker,,,,,,
, Infomediary,,,,,,
, Affiliation,,,,,,
, All of the above,,,,,,
,,,,,,,
,An example of generalized portal is,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, MyYahoo,,,,,,
, Yahoo,,,,,,
, Google,,,,,,
, Option B & C,,,,,,
,,,,,,,
,An example of personalized portal is,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Yahoo,,,,,,
, Google,,,,,,
, AOL,,,,,,
, MySpace,,,,,,
,,,,,,,
,Which of the following is not a type pf consumer sales promotion?,C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Coupons,,,,,,
, Sweepstakes or contests,,,,,,
, Trade shows and conventions,,,,,,
, Rebates,,,,,,
,,,,,,,
,Which of the following is a type of an Internet Business Model in the B2C space?,B,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Peer to peer,,,,,,
, Machine to machine,,,,,,
, Content provider,,,,,,
, Aggregator,,,,,,
,,,,,,,
,Which of the following can effect your sales in a firm?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Gatekeepers,,,,,,
, Influencers,,,,,,
, Users,,,,,,
, All of the above,,,,,,
,,,,,,,
,Which of the following can be classified as a type of buying situation?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, New task,,,,,,
, Modified Rebuy,,,,,,
, Straight Rebuy,,,,,,
, All of them,,,,,,
,,,,,,,
,KAM stands for,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Key Account Manager,,,,,,
, Knowledge Associated to Manager,,,,,,
, Either a or b,,,,,,
, Key Associate Manager,,,,,,
,,,,,,,
,Which of the following is the evaluative characterisitic of B2C sales that is different from B2B sales?,C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Price,,,,,,
, Value,,,,,,
, Social,,,,,,
, Level of utility,,,,,,
,,,,,,,
,Complexity of decision making in B2C sales is ____________,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Light,,,,,,
, Moderate,,,,,,
, High,,,,,,
, Either a or b,,,,,,
,,,,,,,
,"In B2C sales, importance of supplier is?",A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Normally limited,,,,,,
, Can be critical,,,,,,
, Either a or b,,,,,,
, None of them,,,,,,
,,,,,,,
,Information search in B2C sales is usually _________ compared to B2B sales,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Short,,,,,,
, Medium,,,,,,
, Long,,,,,,
, Intensive,,,,,,
,,,,,,,
,B2B & B2C sales are very different but they are similarities too. Pick out the similarity. ,C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, No. of buyers are same,,,,,,
, Size of orders are similar,,,,,,
, Both develop good customer relationships,,,,,,
, Either a or c,,,,,,
,,,,,,,
,"In B2C sales, what is the most challenging aspect of the sales?",B,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Gaining profitability,,,,,,
, Gaining customer loyalty,,,,,,
, Beating the competitor,,,,,,
, both a & c,,,,,,
,,,,,,,
,"In B2B sales, leads from a customer can best be acheived:",D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Just after the sales,,,,,,
, After the delivery of product/services,,,,,,
, After the customer feedback,,,,,,
, Either b or c,,,,,,
,,,,,,,
,B2B companies have recently started advertising in a different manner. Pick the latest trend out of these.,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Sponsoring sports events,,,,,,
, Featuring in B2B magazines,,,,,,
, Showcasing products in Industrial trade fairs,,,,,,
, Either b or c,,,,,,
,,,,,,,
,Which of the following companies may have a hybrid channel conflict?,A,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, Levi-Strauss,,,,,,
, Dow Chemicals,,,,,,
, HUL,,,,,,
, Nestle,,,,,,
,,,,,,,
,Vertical channel conflict can occur in?,D,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, HUL,,,,,,
, Nestle,,,,,,
, Cinemas,,,,,,
, All of them,,,,,,
,,,,,,,
,"As a sales executive, which of the following will facilitate you to work in B2C sales? ",C,M,Theory,Single choice,Sales:B2B Sales: B2C Sales,
, ODM,,,,,,
, OEM,,,,,,
, OBM,,,,,,
, Both a & b,,,,,,
