,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,The ________ of Tata was tarnished due to firing it's ceo- cyrus mistry,D,H,Theory,Single Choice,Marketing:Market Trends:GK:,
,brand image,,,,,,
,profitability,,,,,,
,share price,,,,,,
,all of the above,,,,,,
,,,,,,,
,Internet saathi is an initiative led by __________,C,M,Theory,Single Choice,Marketing:Market Trends:GK:,
,facebook,,,,,,
,amazon,,,,,,
,google,,,,,,
,flipkart,,,,,,
,,,,,,,
,E-choupal is an initiative led by _______,A,H,Theory,Single Choice,Marketing:Market Trends:GK:,
,itc,,,,,,
,hul,,,,,,
,bisleri,,,,,,
,bajaj,,,,,,
,,,,,,,
,Buying behaviour of B2B customers is classefied as business buying behaviour,A,E,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Demand in B2B business is derived from raw material suppliers,B,H,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,B2B markets include fewer but high scale companies,A,H,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"In the buying sequence, the participants are called influencers",B,M,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"In the buying sequence, the information holders are called gatekeepers",A,E,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Buying from a single seller to not get involved in complex sourcing in called solution sales,A,M,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"In buying sequence, the person who uses the product is called buyer",B,H,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Price changes affecting the demand is called elasticity of demand,A,E,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"In the buying sequence, person who has the power to approve or disapprove a suppliers is called the customer",B,M,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Buying materials through online platforms is called e-procurement,A,H,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Price changes leading to shifts in demand in the short term is called elastic demand,A,M,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Demand in elastic in B2B transactions,B,E,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"In the business buying sequence, all the people involved are called consumers",B,H,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Straight re-order is the situation where customers orders the same purchase again and again,A,E,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Alternatives evaluation needs information. People who provide this information are called influencers,A,H,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Problem recogition is the first stage of buying process ,A,M,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Modified rebuy is the situation where same customers order different combinations on different times ,A,H,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Order being placed for the first time by a new customer is called new sales,B,E,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"When buyers ask for proposals from prospective supliers, it is called supplier selection",B,M,Reasoning,Single Choice,Marketing:Buying: :,
,true,,,,,,
,false,,,,,,
,,,,,,,
,Brand power can be measured by using which of the following formulae?,C,M,Theory,Single Choice,Marketing:Numerical: :,
,Profits from brand - Profits from similar brands,,,,,,
,Profits from brand - Profits from other brands of company,,,,,,
,Profits from brand - Profits for a generic product in same category,,,,,,
