,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,Age,,,,,,
,Class,,,,,,
,Shape,,,,,,
,,,,,,,
,The functional benefit representation model is suitable for all of the following categories except,D,E,Theory,Single choice,Marketing:Brand Management : :Models,
,Detergent powder,,,,,,
,Paints,,,,,,
,Computers,,,,,,
,Biscuits,,,,,,
,,,,,,,
,"In what order is brand anatomy formed
1 Essence
2 Benefits
3 Specific attributes
4 Brand anatomy



",A,H,Theory,Single choice,Marketing:Brand Management : :,
,1-2-3-4,,,,,,
,3-2-1-4,,,,,,
,2-3-1-4,,,,,,
,2-1-3-4,,,,,,
,,,,,,,
,"Crackers are associated with Diwali, Tractor paints with house painting during Pongal, Britannia's Marie is a tea-time biscuit. Which type of brand personality is created here?",B,H,Theory,Single choice,Marketing:Brand Management : :,
,Symbol brands,,,,,,
,Ritualistic brands,,,,,,
,Heritage brands,,,,,,
,Belonging brands,,,,,,
,,,,,,,
,"Dove toilet soaps, BMW's 650 cc bike, Arrow shirts are priced so that not everyone can buy them. Which kind of brands are these?",B,E,Theory,Single choice,Marketing:Brand Management : :,
,Symbol brands,,,,,,
,Exclusive brands,,,,,,
,Heritage brands,,,,,,
,Belonging brands,,,,,,
,,,,,,,
,Brand personality is the sum of all the significant ___________ assets of a brand.,C,H,Theory,Single choice,Marketing:Brand Management : :,
,Tangible,,,,,,
,Intangible,,,,,,
,Tangible and intangible,,,,,,
,Inseparable,,,,,,
,,,,,,,
,Which of the following aspects is not a part of brand image?,B,H,Theory,Single choice,Marketing:Brand Management : :,
,Physical ,,,,,,
,Consumer information,,,,,,
,Functional,,,,,,
,Psychological,,,,,,
,,,,,,,
,Dettol -cuts and gashes ; Arrow - premium ; Kumar shirts - value for money. Which aspect of the brand has been portrayed here?,A,M,Theory,Single choice,Marketing:Brand Management : :,
,Brand image,,,,,,
,Brand personality,,,,,,
,Brand equity,,,,,,
,Brand position,,,,,,
,,,,,,,
,Which of the following cannot be classified as 'brand thoughts' which constitute the image of a brand?,C,H,Theory,Single choice,Marketing:Brand Management : :,
,Brand information,,,,,,
,Brand users,,,,,,
,Brand position,,,,,,
,Product statement,,,,,,
,,,,,,,
,The aspects which influence a consumer's attitude of a brand endorsed by celebrities include all of the following except,C,H,Theory,Single choice,Marketing:Brand Management : :,
,Attractiveness,,,,,,
,Trustworthiness,,,,,,
,Lifestyle,,,,,,
,Expertise,,,,,,
,,,,,,,
,"A. Brand image is the product seen from the consumers' perspective.
 B. Brand imagery is the consumer seen from the product's perspective.",C,H,Theory,Single choice,Marketing:Brand Management : :,
,A is true,,,,,,
,B is false,,,,,,
,Both A and B are true,,,,,,
,Both A and B are false,,,,,,
,,,,,,,
,"A. Brand image
 B. Brand personality",B,H,Theory,Single choice,Marketing:Brand Management : :,
,A causes B,,,,,,
,B causes A,,,,,,
,Both are causes of brand positioning,,,,,,
,Both are effects of brand positioning,,,,,,
,,,,,,,
,"Price of iPhone 7 - Rs70000, Price of Samsung Note 6 - Rs 60000. A consumer will switch from iPhone to Samsung at Rs 62000. Calculate iPhone's brand equity.",(62000/60000 - 1 ) *100 = 3.33,H,Theory,Single choice,Marketing:Brand Management : :,
,3,,,,,,
,3.33,,,,,,
,4,,,,,,
,3.5,,,,,,
,,,,,,,
,If the estimate of sales of HP computers for the next 10 years is Rs 10000 each its brand equity is_____. Assume interest rate of 15%.,A,H,Theory,Single choice,Marketing:Brand Management : :,
,50187,,,,,,
,50188,,,,,,
,50200,,,,,,
,50287,,,,,,
,,,,,,,
,Profits from Ponds soap. Rs 50000 Profits from Lux Rs 20000. Profits from Ponds cream Rs 40000.Profits from generic soap Rs 10000. Calculate brand equity of Ponds soap.,C,H,Theory,Single choice,Marketing:Brand Management : :,
,30000,,,,,,
,50000,,,,,,
,40000,,,,,,
,10000,,,,,,
