,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
, Derived demand,,,,,,
, Latent demand,,,,,,
, Industry demand,,,,,,
,,,,,,,
,"Profitable growth can be achieved by Holistic marketers through customer share, customer lifetime value and",A,E,Theory,Single Choice,Marketing: Market Research,
, Building customer loyalty,,,,,,
, Renewing a customer base,,,,,,
, Creating new needs,,,,,,
, None of the above,,,,,,
,,,,,,,
,The approach of setting a low initial price in order to capture a large market share is,D,E,Theory,Single Choice,Marketing: Market Research,
, Niche,,,,,,
, Diversification,,,,,,
, Close follower,,,,,,
, None of the above,,,,,,
,,,,,,,
,Relative employee satisfaction is bet classified as,B,H,Theory,Single Choice,Marketing: Market Research,
, Conversion metrics,,,,,,
, Internal Marketing metrics,,,,,,
, Qualitative metrics,,,,,,
, Inbound metrics,,,,,,
,,,,,,,
,An analysis of long term marketing impacts through measuring brand equity is called,D,H,Theory,Single Choice,Marketing: Market Research,
, Customer metrics pathway,,,,,,
, Service level pathway,,,,,,
, price flow metric pathway,,,,,,
, Brand metrics pathway,,,,,,
,,,,,,,
,Customer retention is best classified as,B,H,Theory,Single Choice,Marketing: Market Research,
, Marketing internal metrics,,,,,,
, Marketing external metrics,,,,,,
, Service metrics,,,,,,
, Strategy metrics,,,,,,
,,,,,,,
,The method in which respondents are given a picture and asked to write what they think about the picture is called,C,H,Theory,Single Choice,Marketing: Market Research,
, Porteus Maze Test,,,,,,
, Thematic appreciation test,,,,,,
, Word appreciation test,,,,,,
, None of the above,,,,,,
,,,,,,,
,Markets of complementary products that are closely related in the minds of the consumers are called,D,H,Theory,Single Choice,Marketing: Market Research,
, Secondary markets,,,,,,
, Resource market,,,,,,
, Beta market,,,,,,
, Meta market,,,,,,
,,,,,,,
,"Decisions about data sources, sampling plan etc. are included in",C,H,Theory,Single Choice,Marketing: Market Research,
, Mission statement formulation,,,,,,
, Research statement,,,,,,
, Research plan development,,,,,,
, None of the above,,,,,,
,,,,,,,
,The scale which defines the customers' intention to buy,B,H,Theory,Single Choice,Marketing: Market Research,
, Likter scale,,,,,,
, Intention to buy scale,,,,,,
, Four option answer,,,,,,
, Ranking scale,,,,,,
,,,,,,,
,The research type in which reearches observe some relevant factors is called,D,H,Theory,Single Choice,Marketing: Market Research,
, Meta analysis,,,,,,
, Grey research,,,,,,
, Psychographic research,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following is an unstructured technique,B,H,Theory,Single Choice,Marketing: Market Research,
, Quantitative methods,,,,,,
, Qualitative methods,,,,,,
, Open - ended questions,,,,,,
, Phone interview,,,,,,
,,,,,,,
,Variation in customer needs is the primary reason for,D,H,Theory,Single Choice,Marketing: Market Research,
, Product segmentation,,,,,,
, Product differentiation,,,,,,
, Market penetration,,,,,,
, Market segmentation,,,,,,
,,,,,,,
,Which among the following is not one of the bases for country segmentation,D,H,Theory,Single Choice,Marketing: Market Research,
, Demographics,,,,,,
, Socio-economic variables,,,,,,
, Purchasing Power parity,,,,,,
, None of the above,,,,,,
,,,,,,,
,If a firm is involved in effective training and motivation of their employees to work as a team to provide customer satisfaction then the firm is practising,B,H,Theory,Single Choice,Marketing: Market Research,
, Innovative marketing,,,,,,
, Internal marketing,,,,,,
, Service marketing,,,,,,
, Interactive marketing,,,,,,
,,,,,,,
,"If a company is involved in building long term relations with suppliers, customers and other marketing partners to retain their business then they are practising",B,E,Theory,Single Choice,Marketing: Market Research,
, Holistic marketing,,,,,,
, Relationship marketing,,,,,,
, External marketing,,,,,,
, None of the above,,,,,,
,,,,,,,
,INCOTERM is an acronym for,C,E,Theory,Single Choice,Marketing: Market Research,
, Insurance Commercial terms,,,,,,
, Investment Commercial terms,,,,,,
, International Commercial terms,,,,,,
, Indian Commercial terms,,,,,,
,,,,,,,
,In the United States the average household receives how many catalogs per year( Catalog Marketing),D,E,Theory,Single Choice,Marketing: Market Research,
, 100,,,,,,
, 75,,,,,,
, 60,,,,,,
, 50,,,,,,
,,,,,,,
,A research firm conducted a survey to study the average amount of money spent by smokers in a particular week. They found the distribution of amount spent per week followed a normal distribution with a standard deviation of 5 rs. A sample of 49 smokers revealed that x̄= rs. 20. What is the point estimate of the population mean?,D,E,Theory,Single Choice,Marketing: Market Research,
, 25,,,,,,
, 24,,,,,,
, 22,,,,,,
, 20,,,,,,
,,,,,,,
,"Among the 4 Ps of the marketing mix, Which is the most important?",A,E,Theory,Single Choice,Marketing: Market Research,
, Price,,,,,,
, Product,,,,,,
, Place,,,,,,
, Promotion,,,,,,
,,,,,,,
,The element of the marketing mix which tends to be the most adaptive is,A,M,Theory,Single Choice,Marketing: Market Research,
, Price,,,,,,
, Product,,,,,,
, Place,,,,,,
, Promotion,,,,,,
,,,,,,,
,The international pricing method which takes into consideration some but not all product costs incurred at home is,B,M,Theory,Single Choice,Marketing: Market Research,
, Price Skimming,,,,,,
, Marginal cost,,,,,,
, Economy pricing,,,,,,
, None of the above,,,,,,
,,,,,,,
,Survey research is best suited for gathering,B,M,Theory,Single Choice,Marketing: Market Research,
, Causal information,,,,,,
, Exploratory information,,,,,,
, Personal information,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which among the following is not a reseller?,D,M,Theory,Single Choice,Marketing: Market Research,
, Distributor,,,,,,
, Wholeseller,,,,,,
, Distributor,,,,,,
, Manufacturer,,,,,,
,,,,,,,
,The property of a product which makes it different from a service is,C,M,Theory,Single Choice,Marketing: Market Research,
, Size,,,,,,
, Weight,,,,,,
, Intangibility,,,,,,
, Cost,,,,,,
,,,,,,,
,Information collected through observation are included in,A,M,Theory,Single Choice,Marketing: Market Research,
, Primary method,,,,,,
, Secondary method,,,,,,
, Psychographic techniques,,,,,,
, External techniques,,,,,,
,,,,,,,
,"Rating of attributes in the region from ""poor"" to ""excellent is called",C,M,Theory,Single Choice,Marketing: Market Research,
, Intention to buy scale,,,,,,
, Ranking scale,,,,,,
, Rating scale,,,,,,
, None of the above,,,,,,
,,,,,,,
,Scorecard which shows how a company is performing year after year is aclled,B,M,Theory,Single Choice,Marketing: Market Research,
, HR scorecard,,,,,,
, Customer satisfaction scorecard,,,,,,
, Performance scorecard,,,,,,
, Balance scorecard,,,,,,
,,,,,,,
,In marketing research sampling pan consists of ,D,M,Theory,Single Choice,Marketing: Market Research,
, Sampling unit,,,,,,
, Sampling size,,,,,,
, None of the above,,,,,,
, All of the above,,,,,,
,,,,,,,
,Fifth step in marketing research process is,C,M,Theory,Single Choice,Marketing: Market Research,
, Collect data and information,,,,,,
, Analyze data and information,,,,,,
, Take action,,,,,,
,ne of the above,,,,,,
,,,,,,,
,Companies collecting trade and consumer information are called,B,M,Theory,Single Choice,Marketing: Market Research,
, Specialty Market research firms,,,,,,
, Syndicated Market research firms,,,,,,
, Custom Market research firms,,,,,,
, Indicated Market research firms,,,,,,
,,,,,,,
,"""Awareness of goals"" falls under",C,M,Theory,Single Choice,Marketing: Market Research,
, Bounce rate metrics,,,,,,
, External Marketing metrics,,,,,,
, Internal Marketing metrics,,,,,,
, Customer retention metrics,,,,,,
,,,,,,,
,Firms hired for specific projects are called,B,M,Theory,Single Choice,Marketing: Market Research,
, Design oriented research firms,,,,,,
, Custom research firms,,,,,,
, Specialty research firms,,,,,,
, None of the above,,,,,,
,,,,,,,
,Questions which consist of some important scales for some attributes and for respondents to have mark are classified as,D,M,Theory,Single Choice,Marketing: Market Research,
, Likter scale,,,,,,
, Rating sacle,,,,,,
, Sementic scale,,,,,,
, Importance scale,,,,,,
,,,,,,,
,"""Commitment to goals' are classified as",C,M,Theory,Single Choice,Marketing: Market Research,
, Loyalty metrics,,,,,,
, Customer satisfaction metrics,,,,,,
, Internal market metrics,,,,,,
, External market metrics,,,,,,
,,,,,,,
,The following are instruments used in research for market research except,D,M,Theory,Single Choice,Marketing: Market Research,
, Surveys,,,,,,
, Questionnaires,,,,,,
, Interviews,,,,,,
, None of the above,,,,,,
,,,,,,,
,External marketing metrics consist of ,D,M,Theory,Single Choice,Marketing: Market Research,
, Customer retention,,,,,,
, Perceived awareness,,,,,,
, None of the above,,,,,,
, All of the above,,,,,,
,,,,,,,
,"""Willingness to change"" is classified as",A,M,Theory,Single Choice,Marketing: Market Research,
, Internal marketing metrics,,,,,,
, Consumer perception metrics,,,,,,
, Behavioural metrics,,,,,,
, None of the above,,,,,,
,,,,,,,
,If a customer describes a vehicle as the most economical vehicle in the market then the descriptor is ,D,M,Theory,Single Choice,Marketing: Market Research,
, Attitude,,,,,,
, Lifestyle,,,,,,
, Judgement,,,,,,
, Belief,,,,,,
,,,,,,,
,The type of marketing involved with bank is,C,E,Theory,Single Choice,Marketing: Market Research,
, Commodity marketing,,,,,,
, Transaction marketing,,,,,,
, Service marketing,,,,,,
, None of the above,,,,,,
,,,,,,,
,HUL was involved in a TV ad war which went to court and eventually won by the other company. Which was the other company? ,B,E,Theory,Single Choice,Marketing: Market Research,
, ITC,,,,,,
, Procter and Gamble,,,,,,
, Nestle,,,,,,
, None of the above,,,,,,
,,,,,,,
,"A population is estimated to have a standard deviation of 10. A researcher wants to estimate the population mean within 2, with a 95% confidence level.The sample size rquired is",D,E,Theory,Single Choice,Marketing: Market Research,
, 100,,,,,,
, 95,,,,,,
, 86,,,,,,
, None of the above,,,,,,
,,,,,,,
,An sample of 49 observation is taken from an ordinary populace with a standard deviation of 10. Take test mean as 55. What is the 99% confidence interval for the populace mean?,D,E,Theory,Single Choice,Marketing: Market Research,
," 41.23, 48.56",,,,,,
," 65.34, 72.45",,,,,,
," 46.23, 54.56",,,,,,
," 51.32, 58.68",,,,,,
,,,,,,,
,Which type of currency should a seller bill in?,B,M,Theory,Single Choice,Marketing: Market Research,
, Weak,,,,,,
, Strong,,,,,,
, Moderate,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which among the following states that the relationship between variables depend on past history?,C,M,Theory,Single Choice,Marketing: Market Research,
, Modernization,,,,,,
, Hetergeneity,,,,,,
, Hysteresis,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which department provides specific information to marketing managers?,C,M,Theory,Single Choice,Marketing: Market Research,
, Operations,,,,,,
, Human resource,,,,,,
, Marketing research,,,,,,
, All of the above,,,,,,
,,,,,,,
,Which among the following department may be preferred only by MNC's,C,M,Theory,Single Choice,Marketing: Market Research,
, Production,,,,,,
, Digital Marketing,,,,,,
, Marketing research,,,,,,
, None of the above,,,,,,
,,,,,,,
,In low tax countries the income of a parent firm should be ,B,M,Theory,Single Choice,Marketing: Market Research,
, Minimized,,,,,,
, Maximized,,,,,,
, Balanced,,,,,,
, None of the above,,,,,,
,,,,,,,
,Is a collection of methods that managers use to analyze an organization's internal and external environment,C,M,Theory,Single Choice,Marketing: Market Research,
, Position statement,,,,,,
, Focus group,,,,,,
, Situation analysis,,,,,,
, Market research,,,,,,
,,,,,,,
,The accompanying overview procedure is broadly utilized as a part of created nations,B,M,Theory,Single Choice,Marketing: Market Research,
, Questionnaire,,,,,,
, Telephone survey,,,,,,
, Online survey,,,,,,
, None of the above,,,,,,
,,,,,,,
,The framework which deals in gathering data that is pertinent to a particuar issue confronting the bsuiness is,C,M,Theory,Single Choice,Marketing: Market Research,
, Decision support systems,,,,,,
, Office information systems,,,,,,
, Marketing information system,,,,,,
, Information gathering systems,,,,,,
,,,,,,,
,How many sub systems does a marketing information system have?,D,M,Theory,Single Choice,Marketing: Market Research,
, One,,,,,,
, two,,,,,,
, Three,,,,,,
, Four,,,,,,
,,,,,,,
,Advertising insight is regular data about advancements in the marketing environment that assists Marketers in the preparation of plans and strategies.This information is obtained from,D,M,Theory,Single Choice,Marketing: Market Research,
, Newspapers,,,,,,
, Advertised properties,,,,,,
, Internet listings,,,,,,
, All of the above,,,,,,
,,,,,,,
,"A collection of procedures, data with supporting software, hardware is called",C,M,Theory,Single Choice,Marketing: Market Research,
, Research support system,,,,,,
, Survey Decision support system,,,,,,
, Marketing Decision support system,,,,,,
, None of the above,,,,,,
,,,,,,,
,The appeoaches used to meaure marketing advertisement and productiveness are called,D,M,Theory,Single Choice,Marketing: Market Research,
, Marketing mix model,,,,,,
, Marketing metrics,,,,,,
, None of the above,,,,,,
, All of the above,,,,,,
,,,,,,,
,"The strategy which entails promoting a product from a domestic base, generally with no product change is called",C,M,Theory,Single Choice,Marketing: Market Research,
, Importing,,,,,,
, Manufacturing,,,,,,
, Exporting,,,,,,
, Contracting,,,,,,
,,,,,,,
,Research designed to take a look at reasons and outcomes relationships and getting rid of competing factors is called,C,M,Theory,Single Choice,Marketing: Market Research,
, Ethographic research,,,,,,
, Psychographic research,,,,,,
, Experimental research,,,,,,
, None of the above,,,,,,
,,,,,,,
,"The blessings of target audience selectivity, no ad competition and personalization apply to which sort of media?",D,M,Theory,Single Choice,Marketing: Market Research,
, Television,,,,,,
, Radio,,,,,,
, Newspaper,,,,,,
, Direct mail,,,,,,
,,,,,,,
,The process that turns advertising techniques and plans into advertising and marketing movements in order to achieve strategic marketing goals is called,A,M,Theory,Single Choice,Marketing: Market Research,
, Marketing implementation,,,,,,
, Marketing analysis,,,,,,
, Marketing research,,,,,,
, Marketing control,,,,,,
,,,,,,,
,"When firm ""A"" and firm ""B"" join together to market another company's goods then this is called ",B,M,Theory,Single Choice,Marketing: Market Research,
, Partnership,,,,,,
, Joint Venture,,,,,,
, Licensing,,,,,,
, None of the above,,,,,,
,,,,,,,
,"If Bajaj uses its company name to cover other product categories such as scooties, scooters then which type of strategy does it practice?",B,E,Theory,Single Choice,Marketing: Market Research,
, Attitude branding,,,,,,
, Brand extension strategy,,,,,,
, Multi brand startegy,,,,,,
, Internal branding,,,,,,
,,,,,,,
,German firms were asked to build the biggest steel mills in the world and also to train local personnel in which country?,B,E,Theory,Single Choice,Marketing: Market Research,
, Japan,,,,,,
, China,,,,,,
, Pakistan,,,,,,
, Sweden,,,,,,
,,,,,,,
,Warnaco makes use of this startegy to shop on hard work via reducing fabric inside the United States and ships them to Costa Rica to be sewn,C,E,Theory,Single Choice,Marketing: Market Research,
, Exporting,,,,,,
, Traditional marketing,,,,,,
, Assembly operation,,,,,,
, Job shop production,,,,,,
,,,,,,,
,Suppose that you work for the traveler commission in New York. You are doing a survey on Beer prices throughout the winter break at Canal street. Last year the average rate per six pack of beer was $3.75 with a standard deviation of 5.30. The perfect sample size with a 90% confidence interval and also be within +/- $25 on the price of six packs is ,D,E,Theory,Single Choice,Marketing: Market Research,
, 1304,,,,,,
, 1245,,,,,,
, 1566,,,,,,
, 1209,,,,,,
,,,,,,,
,Managers can't usually watch for records to arrive in bits and prtion from marketing departments. They regualarly require research of ,B,E,Theory,Single Choice,Marketing: Market Research,
, Convenient study,,,,,,
, Formal study,,,,,,
, Informal study,,,,,,
, All of the above,,,,,,
,,,,,,,
,Defining the hassle and research objectives is frequently the _________________ step in the research technique,C,E,Theory,Single Choice,Marketing: Market Research,
, Easy,,,,,,
, Moderate,,,,,,
, Hardest,,,,,,
, None of the above,,,,,,
,,,,,,,
,________data  includes facts that don't exist,C,E,Theory,Single Choice,Marketing: Market Research,
, Causal ,,,,,,
, Secondary,,,,,,
, Primary,,,,,,
, None of the above,,,,,,
,,,,,,,
,_________research attempts to explain purpose and impact relationships,A,H,Theory,Single Choice,Marketing: Market Research,
, Survey research,,,,,,
, Ethnographic research,,,,,,
, Meta- analysis,,,,,,
, Correlation research,,,,,,
,,,,,,,
,_________ questionnaire can take a long time to complete,C,H,Theory,Single Choice,Marketing: Market Research,
, Fax,,,,,,
, Telephone,,,,,,
, Mail,,,,,,
, None of the above,,,,,,
,,,,,,,
,Market researchers typically draw conclusions about massive businesses of consumers by reading a distinctly ____ pattern of the total consumer population,B,H,Theory,Single Choice,Marketing: Market Research,
, Large,,,,,,
, Small,,,,,,
, Medium,,,,,,
, Depends on the researcher,,,,,,
,,,,,,,
,"Regardless of the type of method, all research studies starts with a generalized idea in the shape of a study question or a",C,H,Theory,Single Choice,Marketing: Market Research,
, Hypothesis,,,,,,
, Doubt,,,,,,
, Both a and b,,,,,,
, Only a,,,,,,
,,,,,,,
,The shrinking of distances due to technological advances such as PC and fax connections through phone are one feature of what new challenge to marketing,C,H,Theory,Single Choice,Marketing: Market Research,
, Socially responsible marketing,,,,,,
, Green revolution,,,,,,
, Rapid globalisation,,,,,,
, Micro-chip revolution,,,,,,
,,,,,,,
,The choice between high markups and excessive volume is part of which of the following store advertising decisions?,B,H,Theory,Single Choice,Marketing: Market Research,
, Product promotion decisions,,,,,,
, Pricing decisions,,,,,,
, Target market decisions,,,,,,
, None of the above,,,,,,
,,,,,,,
,A company's ordinary economic fitness of brand and future customer perspective is classified as,C,H,Theory,Single Choice,Marketing: Market Research,
, Stakeholder's dashboards,,,,,,
, Brand equity dashboards,,,,,,
, Brand metrics pathway,,,,,,
, None of the above,,,,,,
,,,,,,,
,The inner samping metrics of marketing includes,D,H,Theory,Single Choice,Marketing: Market Research,
, Level of customer dissatisfaction,,,,,,
, Relative employee satisfaction,,,,,,
, None of the above,,,,,,
, All of the above,,,,,,
,,,,,,,
,Which among the following is not a characteristic of  a good test market?,B,E,Theory,Single Choice,Marketing: Market Research,
, Market isolation,,,,,,
, Expanded traded area,,,,,,
, Self- contained media,,,,,,
, None of the above,,,,,,
,,,,,,,
,This translation method makes use of numerous individuals to independently translate a query and compares their translated statements,B,E,Theory,Single Choice,Marketing: Market Research,
, Structure reformulation,,,,,,
, Decentering,,,,,,
, Amplification,,,,,,
, Calque,,,,,,
,,,,,,,
,"If a company were to make a product along with garments and sold that product to a store, then the company would have sold to the _______ market",B,E,Theory,Single Choice,Marketing: Market Research,
, Service,,,,,,
, Reseller,,,,,,
, Contestable,,,,,,
, Business,,,,,,
,,,,,,,
,The number 1 country in terms of marketing research expenditures is ,A,E,Theory,Single Choice,Marketing: Market Research,
, Unites States Of America,,,,,,
, The United Kingdom,,,,,,
, France,,,,,,
, Germany,,,,,,
,,,,,,,
,Which among the following is overseas owned( Originally thought of being owned by US)?,D,E,Theory,Single Choice,Marketing: Market Research,
, Xerox,,,,,,
, Skyworks,,,,,,
, Aflac,,,,,,
, Universal Studios,,,,,,
,,,,,,,
,A researcher has a principle that the average age of managers in a specific enterprise is over 35 years. He needs to prove this. The null Hypothesis for this test would be,A,H,Theory,Single Choice,Marketing: Market Research,
, μ ≥ 35,,,,,,
,  μ = 35,,,,,,
,  μ ≤ 35,,,,,,
, μ < 35,,,,,,
,,,,,,,
,The gathering of information can in no way be an alternative choice to managerial judgement,A,H,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,It is recommended to pay suitable interest to sampling design issues without getting unduly captivated by them,A,H,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Sementic differential and Likert scales are solid sufficient that they may be used without adaptation,B,H,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Questions with negaives must not be used in a customer survey overseas,A,H,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,"Paul's housemate Miranda is trying to convince Paul to get a piercing. Paul is very optimistic and says he will be doing it if ""everyone else is doing it"". Evryone is optimistic and so Paul decides to get the piercing if Miranda can show that more than 60% of people at Harvard have one. Miranda takes a sample of 60 people and performs the Hypothesis testing. Her sample revealed that 44 people admitted to having a piercing. Test the Hypothesis H0: p=6, H1: p>0.6 Will Paul end up getting a piercing?",A,M,Reasoning,Single Choice,Marketing: Market Research,
, Yes,,,,,,
, No,,,,,,
,,,,,,,
,A service can be licensed internationally,A,M,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Joint ventures are static in terms of the mission and the partner's power over the years,B,M,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Free trade zones are not used for import purpose but are unsuitable for export,A,M,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,A product can exist without a price,B,M,Reasoning,Single Choice,Marketing: Market Research,
, True,,,,,,
, False,,,,,,
,,,,,,,
,A coin is to be tested for fairness. It is tossed 25 times and only 8 heads are observed. Form null and alternative hypothesis.At α =5% should we reject the null hypothesis?,A,M,Reasoning,Single Choice,Marketing: Market Research,
, Yes,,,,,,
, No,,,,,,
