,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,Message designed to pass below the normal limits of perception is a feature of which of the following marketingtechniques:,A,M,Theory,Single choice,Marketing: ::,
, subliminal marketing,,,,,,
, perception marketing,,,,,,
, neural marketing,,,,,,
, stimulus marketing,,,,,,
,,,,,,,
,percentage of sales method:,A,M,Theory,Single choice,Marketing:Sales:Method:,
, allocates a fixed percentage of the anticipated sales revenue to advertising,,,,,,
, it is based on the perception that sales causes advertising ,,,,,,
, determines advertising expense,,,,,,
, None of the abve,,,,,,
,,,,,,,
,Recency Frequency Monetary (RFM) is used in:,D,M,Theory,Single choice,Marketing:Sales:Method:,
, databse marketing,,,,,,
, direct marketing,,,,,,
, analyze customer behavior,,,,,,
, All of the above,,,,,,
,,,,,,,
,According to Hierarchy-Of-Effects Theory,D,M,Theory,Single choice,Marketing:Theory::,
,  advertising influences a consumer's decision to purchase or not purchase a product or service over time,,,,,,
, is a structured series of advertising message ,,,,,,
, has a goal of building upon each successive objective until a sale is ultimately made,,,,,,
, All of the above,,,,,,
,,,,,,,
,Advertising elasticity is:,C,D,Theory,Single choice,Marketing:Advertising::,
, frequent advertisements ,,,,,,
, time and length of the campaign,,,,,,
, measure of an advertising campaign's effectiveness in generating new sales,,,,,,
, scope of expanditure of campaign,,,,,,
,,,,,,,
,DAGMAR is a marketing approach used to measure the results of an advertising campaign is an acronym for:,C,D,Theory,Single choice,Marketing:Advertising::,
,  defining advertising goals for multi advertising results,,,,,,
,  defining advertising grassroot for measured advertising results,,,,,,
,  defining advertising goals for measured advertising results,,,,,,
,  developing advertising goals for measured advertising results,,,,,,
,,,,,,,
,"The average sales of 5 weeks is 50.4 , if sales for four weeks is 34,56,78 and 48. Calculate the sale of fourth week.",B,E,Theory,Single choice,Marketing:Numerical::,
, 54,,,,,,
, 36,,,,,,
, 68,,,,,,
, 45,,,,,,
,,,,,,,
,"The company offers a repair service for small businesses who own printers. The repair personnel earn $10/hour, and there are other additional expenses such as supplies, mileage reimbursement, and the cost of the customer service representative who schedules the repairs. If these fees average $4 per service call and the company wants to earn 30% profit on each hour billed for repair services. Calculate cost plus pricing for repair service.",C,M,Theory,Single choice,Marketing:Numerical::,
, $16.8,,,,,,
, $20.4,,,,,,
, $18.2,,,,,,
, $24.2,,,,,,
,,,,,,,
,The first step Identify in Market research corresponds to research of:,B,E,Theory,Single choice,Marketing:MR::,
, Target Market,,,,,,
, Marketing Problem,,,,,,
, Market Share,,,,,,
, Market value,,,,,,
,,,,,,,
,Macro marketing environment does not consists of:,C,E,Theory,Single choice,Marketing:Macro:Environment:,
, Social,,,,,,
, Technological,,,,,,
, Culural,,,,,,
, Legal,,,,,,
,,,,,,,
,Procedures using informtion from past and exploring the future are called:,C,E,Theory,Single choice,Marketing: ::,
, Model building,,,,,,
, Historical analogy,,,,,,
, Extrapolation procedures,,,,,,
, Missing link approach,,,,,,
,,,,,,,
,Revealed preference is a theory of consumption behavior which asserts that the best way to measure consumer preferences is:,B,E,Theory,Single choice,Marketing: ::,
, by seeing their purchase behavior,,,,,,
, by observing,,,,,,
, by seeing the consumption of goods,,,,,,
, None of the Above,,,,,,
,,,,,,,
,Advocacy Advertising promotes:,A,E,Theory,Single choice,Marketing:Advertising::,
, cause ,,,,,,
, service,,,,,,
, product,,,,,,
, None of the Above,,,,,,
,,,,,,,
,A theory that the future value of interest rates is equal to the summation of market expectations is:,A,D,Theory,Single choice,Marketing:Theory::,
, Biased Expectations Theory,,,,,,
, Partial Expectations Theory,,,,,,
, Biased anticipation Theory,,,,,,
, Biased Marketing Theory,,,,,,
,,,,,,,
,In burst advertising marketing messages are:,A,E,Theory,Single choice,Marketing:Advertising::,
, concentrated,,,,,,
, dispersed continuously,,,,,,
, dispersed intermittently,,,,,,
, None of the Above,,,,,,
,,,,,,,
,The correct order of sales coaching model is:,C,D,Theory,Single choice,Marketing:Sales:Model:,
, Observe-Plan-Perform-Conduct -Follow Up,,,,,,
, Plan-ObservePerform-Conduct- Follow Up,,,,,,
, Plan-Perform-Observe -Conduct-Follow Up,,,,,,
, Plan-Perform-Conduct-Observe Follow Up,,,,,,
,,,,,,,
,Which of the following consumer products are bought most frequently?,A,E,Theory,Single choice,Marketing:GK::,
, FMCG,,,,,,
, Semi-durable,,,,,,
, Durable,,,,,,
, FMCG or Semi-durable,,,,,,
,,,,,,,
,"During the sale of a calculator, which need is to be emphasized upon?",A,E,Theory,Single choice,Marketing:GK::,
, Functional,,,,,,
, Emotional ,,,,,,
, Psychological,,,,,,
, None of the Above,,,,,,
,,,,,,,
,Integrated marketing uses:,C,E,Theory,Single choice,Marketing:Integrated Marketing::,
, Online channels,,,,,,
, Offline channels,,,,,,
, Both a) and b),,,,,,
, Either a) or b),,,,,,
,,,,,,,
,Approach based on the notion that if sufficient consumer demand can be generated for a product it will result in final consumers asking retailers for the product. accounts for which strategy?,B,E,Theory,Single choice,Marketing:Pull:Push:,
, Push Strategy,,,,,,
, Pull Strategy,,,,,,
, Both Push and Pull Strategy,,,,,,
, None of these,,,,,,
,,,,,,,
,Market potential is term alternatively used for:,B,M,Theory,Single choice,Marketing:Market Potential::,
, Supply in the market,,,,,,
, Demand of the market,,,,,,
, Current market consuption,,,,,,
, Predicted market consumption,,,,,,
,,,,,,,
,Product value analysis is aimed at:,B,E,Theory,Single choice,Marketing:Product::,
, providing additional benefits,,,,,,
, reducing the cost of the product,,,,,,
, faster product delivery,,,,,,
, increasing the brand awareness,,,,,,
,,,,,,,
,The following technique requires identification of all possible ways to achieve an objective:,C,M,Theory,Single choice,Marketing: ::,
, Model building,,,,,,
, Intuitive building,,,,,,
, Morphological Analysis,,,,,,
, Missing link Approach,,,,,,
,,,,,,,
,Which of the folowing form of advertising seeks to assure current purchasers that they have made the right choice:,C,M,Theory,Single choice,Marketing: :Advertising:,
, Informative advertising,,,,,,
, Persuasive advertising,,,,,,
, reinforcement advertising,,,,,,
, Reminder advertising,,,,,,
,,,,,,,
,Form of selling which assumes that customers are not likely to buy except under pressure is:,A,M,Theory,Single choice,Marketing:Selling::,
, sales-oriented approach ,,,,,,
, customer-oriented approach,,,,,,
, market-oriented approach,,,,,,
, consumer-oriented approach,,,,,,
,,,,,,,
,Which of the following company has recently tested its mobile ordering service recently in US:,B,E,Theory,Single choice,Marketing:GK::,
, Burger King,,,,,,
, Mc Donalds,,,,,,
, White Castle,,,,,,
, KFC,,,,,,
,,,,,,,
,Which company tried forsneaker marketing in China?,A,E,Theory,Single choice,Marketing:GK::,
, Nike ,,,,,,
, Adidas,,,,,,
, Puma,,,,,,
, Reebok,,,,,,
,,,,,,,
,Which of the following companies organize Tobaccoo Festival?,A,E,Theory,Single choice,Marketing:GK::,
, Zimbabwe,,,,,,
, Nigeria,,,,,,
, Euthopia,,,,,,
, Cuba,,,,,,
,,,,,,,
,The average ticket price of company A is $22.21 and the 3-year moving average of growth is 5.3%. Forecast the ticket price for the next year.,C,D,Theory,Single choice,Marketing:Numerical::,
, $16.8,,,,,,
, $20.4,,,,,,
, $23.4,,,,,,
, $24.2,,,,,,
,,,,,,,
,"A six-partner accounting firm sells time for $100 an hour and the accountants’ price premium equals $15. If the six-partner accounting firm sells a total of 10,000 partner hours a year, calculate its annual price premium",A,D,Theory,Single choice,Marketing:Numerical::,
," $150,000",,,,,,
," $250,000",,,,,,
," $200,000",,,,,,
," $350,000",,,,,,
,,,,,,,
,"Market segments can be identified by examining demographic, psychographic, and behavioral differences among buyers.",A,E,Reasoning,Single choice,Marketing:STP:Segmentation:,
, True,,,,,,
, False,,,,,,
,,,,,,,
,One person cannot assume multiple roles in the buying centre.,B,E,Reasoning,Single choice,Marketing:Buying:Roles:,
, True,,,,,,
, False,,,,,,
,,,,,,,
,"Advertising is treated as a current expense, part of it is really an investment that builds up an intangible asset called brand equity.",A,E,Reasoning,Single choice,Marketing:Advertising::,
, True,,,,,,
, False,,,,,,
