,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
, Quality assurance,,,,,,
, Quality control,,,,,,
, Scope verification,,,,,,
,,,,,,,
,Your organization is using a focus group to identify the requirements for a new project. Who leads the focus group?,A,H,Theory,Single choice,IT: IT Project Management,
, A trained moderator,,,,,,
, A project manager,,,,,,
, A project sponser,,,,,,
, A contract-based project manager,,,,,,
,,,,,,,
,Which group creativity technique can a project manager use if he wants to define many ideas and then categories these ideas with a voting process?,C,M,Theory,Single choice,IT: Creative,
, Brainstorming,,,,,,
, Nominal group technique,,,,,,
, Affinity Diagram,,,,,,
, Delphi Techniques,,,,,,
,,,,,,,
,"Henry has predicted the following estimates for an activity: optimistic = 24 hours, most likely, 35 hours, pessimistic 65 hours. How long do you think the activity will actually take?",A,H,Numerical,Single choice,IT:,
, 42 hours,,,,,,
, 65 hours,,,,,,
, 35 hours,,,,,,
, There’s not enough information to know for certain,,,,,,
,,,,,,,
,"In 2014, the first Big Data World Championship will take place in the US",A,H,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,The data collected in data warehouse can be used for analyzing purpose.,A,E,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Modularizing is the process of breaking down a program into modules,A,E,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,You have to install software in order to participate in cloud computing,B,E,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,There are almost as many bits of information in the digital universe as there are stars in the actual universe?,A,M,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,It costs six times more to sell to a new customer than to sell to an existing one.,A,M,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Virtual servers are used only in public clouds.,B,E,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Quality assurance and quality control are different names for the same activity.,B,M,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Cloud computing is a form of outsourcing.,A,M,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Private clouds are for the exclusive use of a single organization,A,E,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Software costs more to maintain than it does to develop.,A,M,Theory,Single choice,IT: Online,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Agility is defined as the ability of a project team to respond rapidly to a change.,B,H,Theory,Single choice,IT: Agile,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,In agile development it is more important to build software that meets the customers’ needs today than worry about features that might be needed in the future.,A,M,Theory,Single choice,IT: Agile,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Project managers have to assess the risks that may affect a project.,B,H,Theory,Single choice,IT: Agile,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Small agile teams have no place in modern software development.,B,E,Theory,Single choice,IT: Agile,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,The optimal stage for determining appropriate analyses procedures occurs late in the research process,B,M,Theory,Single choice,IT: Agile,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,A data mart is designed to optimize the performance for well-defined and predicable uses.,A,M,Theory,Single choice,IT: Agile,
,TRUE,,,,,,
,FALSE,,,,,,
