,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,advertising and promotion activities.,,,,,,
,a philosophy that stresses customer value and satisfaction.,,,,,,
,planning sales campaigns.,,,,,,
,,,,,,,
,"  Which of the following involves designing and manufacturing the container or wrapper for
a product",B,M,Theory,Single Choice,Marketing:  ,
, Labeling,,,,,,
, Packaging,,,,,,
, Branding,,,,,,
, Product line,,,,,,
,,,,,,,
," The basic role of promotion is _____.
",C,M,Theory,Single Choice,Marketing:  ,
, Information,,,,,,
, Manipulation,,,,,,
, Communication,,,,,,
, Interpretation,,,,,,
,,,,,,,
," If the aim of the promotion to introduce a new consumer product is to achieve high
awareness levels, the firm will most likely make heavy use of _______ in the promotional mix.
 ",A,M,Theory,Single Choice,Marketing:  ,
,Advertising,,,,,,
, Sales promotion,,,,,,
, Personal selling,,,,,,
, Publicity,,,,,,
,,,,,,,
, Advertising appropriations are largest for which type of product,B,M,Theory,Single Choice,Marketing:  ,
, Industrial products,,,,,,
, Convenience goods,,,,,,
, High-priced products,,,,,,
, Specialty goods,,,,,,
,,,,,,,
," A television advertisement showing the safety features of the  Volvo 240  D L would be best
classified as which of the following",A,M,Theory,Single Choice,Marketing:  ,
, Product advertising,,,,,,
, Pioneer advertising,,,,,,
, Defensive advertising,,,,,,
, Societal marketing,,,,,,
,,,,,,,
,"  Need becomes ________ when they are directed towards a specific object.
 ",B,M,Theory,Single Choice,Marketing:  ,
,Actual need,,,,,,
, Want,,,,,,
, Satisfaction,,,,,,
, Demand,,,,,,
,,,,,,,
," Which of the following  B E S T describes the consumer’s preference for products that are
widely available to them",A,M,Theory,Single Choice,Marketing:  ,
,Production concept,,,,,,
, Marketing concept,,,,,,
, Selling concept,,,,,,
, Product concept,,,,,,
,,,,,,,
," Buying and selling of mass consumer goods and services comes under which of the
following markets",C,H,Theory,Single Choice,Marketing:  ,
, Business markets,,,,,,
, Global markets,,,,,,
, Consumer markets,,,,,,
, Government markets ,,,,,,
,,,,,,,
,". Which of the following firms emphasis on product’s benefits to the customers rather than on
product attributes.
 ",B,H,Theory,Single Choice,Marketing:  ,
,Product oriented,,,,,,
, Market oriented,,,,,,
, Sales oriented,,,,,,
, Production oriented,,,,,,
,,,,,,,
,"  All of the following are the examples of unsought goods  E X C E P T:
",A,H,Theory,Single Choice,Marketing:  ,
, Course books,,,,,,
, Encyclopedia,,,,,,
, Funeral plots,,,,,,
, Insurance policy,,,,,,
,,,,,,,
," While considering the place for a product which of the following is important for customer.
 ",B,H,Theory,Single Choice,Marketing:  ,
,Communication,,,,,,
, Convenience,,,,,,
, Cost,,,,,,
, Solution,,,,,,
,,,,,,,
," Market –oriented firms focus on:
 ",C,H,Theory,Single Choice,Marketing:  ,
,Retailers,,,,,,
, Distributors,,,,,,
, Customers,,,,,,
, Wholesalers,,,,,,
,,,,,,,
," Price is the only element in the marketing mix that produces:
",D,H,Theory,Single Choice,Marketing:  ,
, Fixed cost,,,,,,
, Expense,,,,,,
, Variable cost,,,,,,
, Revenue,,,,,,
,,,,,,,
,"  Identify the products that the customer usually buys frequently and with a minimum of
comparison and buying effort. 
 ",B,H,Theory,Single Choice,Marketing:  ,
,Specialty,,,,,,
, Convenience,,,,,,
, Unsought,,,,,,
, Augmented,,,,,,
,,,,,,,
, Which of the following is  N O T included in product decisions,C,H,Theory,Single Choice,Marketing:  ,
, Styling,,,,,,
, Brand name,,,,,,
, Warehousing,,,,,,
, Packaging,,,,,,
,,,,,,,
, Which of the following takes place at retailer’s end,D,H,Theory,Single Choice,Marketing:  ,
, Promotion,,,,,,
, Placing,,,,,,
, Pricing,,,,,,
, Exchange,,,,,,
,,,,,,,
,  Aggressive selling is a characteristic of which of the following concept of marketing,C,H,Theory,Single Choice,Marketing:  ,
,Production concept,,,,,,
, Marketing concept,,,,,,
, Selling concept,,,,,,
, Product concept,,,,,,
,,,,,,,
," Which of the following is a name, term, sign, symbol, design, or a combination of these,
that identifies that maker or seller of a product or service",C,H,Theory,Single Choice,Marketing:  ,
,Label,,,,,,
, Co-brand,,,,,,
, Brand,,,,,,
, Product,,,,,,
,,,,,,,
," The consumer’s estimate of the product’s overall capacity to satisfy his or her needs is
called:
 ",B,H,Theory,Single Choice,Marketing:  ,
,Product  Cost,,,,,,
, Product  Value,,,,,,
, Product need,,,,,,
, Product  Satisfaction ,,,,,,
,,,,,,,
," An example of a convenience consumer product is
",B,H,Theory,Single Choice,Marketing:  ,
,stereo equipment.,,,,,,
,petrol.,,,,,,
,a motorcycle.,,,,,,
,a bicycle.,,,,,,
,,,,,,,
, Which one of the following is  N O T an industrial product,D,H,Theory,Single Choice,Marketing:  ,
,oil to be refined into fuel for homes,,,,,,
,transistors used as components for portable radios,,,,,,
,"paper, pens, and glue used in bank branch offices",,,,,,
,computer software to help people complete personal tax forms,,,,,,
,,,,,,,
," Sai  Nath called several airlines to compare rates and chose a flight on  British  Midland as it
had a better reputation for service and competitive prices.  The airline ticket is an example of
which type of product",B,H,Theory,Single Choice,Marketing:  ,
,convenience,,,,,,
,shopping,,,,,,
,specialty,,,,,,
,unsought,,,,,,
,,,,,,,
," Products that are relatively inexpensive and are purchased frequently with minimal effort
can be classified as ___________ products.
",B,H,Theory,Single Choice,Marketing:  ,
,shopping,,,,,,
,convenience,,,,,,
,industrial,,,,,,
,specialty,,,,,,
,,,,,,,
," Large tools and machines used in a production process for a considerable length of time are
classified as
",A,H,Theory,Single Choice,Marketing:  ,
,major equipment.,,,,,,
,accessory equipment.,,,,,,
,component parts.,,,,,,
,raw materials.,,,,,,
,,,,,,,
,"  Items that are purchased routinely, do not become part of the final physical product, and are
treated like expense items rather than capital goods are called
",C,H,Theory,Single Choice,Marketing:  ,
,raw materials.,,,,,,
,major equipment.,,,,,,
,accessory equipment.,,,,,,
,component parts.,,,,,,
,,,,,,,
," Products that are used directly in the production of a final product but are not easily
identifiable are categorised as
",D,H,Theory,Single Choice,Marketing:  ,
,accessory products.,,,,,,
,component parts.,,,,,,
,consumable supplies.,,,,,,
,process materials.,,,,,,
,,,,,,,
," Industrial products are
",C,H,Theory,Single Choice,Marketing:  ,
,purchased for personal consumption.,,,,,,
,frequently purchased for both their functional aspects and their psychological rewards.,,,,,,
,traditionally classified according to their characteristics and intended uses.,,,,,,
,not purchased by non-business organisations.,,,,,,
,,,,,,,
," A company designs the product with little or no input from customers, the company is
practicing which of the following concept",A,H,Theory,Single Choice,Marketing:  ,
,Product concept,,,,,,
, Marketing concept,,,,,,
, Selling concept,,,,,,
, Production concept,,,,,,
,,,,,,,
," Which of the following 4 Ps of marketing mix involves decisions regarding channels
coverage, assortments, locations, inventories or transports",C,H,Theory,Single Choice,Marketing:  ,
,Product,,,,,,
, Price,,,,,,
, Place,,,,,,
, Promotion,,,,,,
,,,,,,,
, Which of the following is  N O T a part of marketing communication mix,A,H,Theory,Single Choice,Marketing:  ,
, Telemarketing,,,,,,
, Public relations,,,,,,
, Sales promotion,,,,,,
, Advertising,,,,,,
,,,,,,,
," A fundamental part of the distribution function is to get the product:
",A,H,Theory,Single Choice,Marketing:  ,
, To the right place at the right time,,,,,,
, Launched into new markets,,,,,,
, To intermediaries,,,,,,
, To market to avoid channel conflict ,,,,,,
,,,,,,,
,"  The _____ identifies the product or brand.
 ",B,H,Theory,Single Choice,Marketing:  ,
,Container,,,,,,
, Label,,,,,,
, Advertisement,,,,,,
, Warranty,,,,,,
,,,,,,,
," Which of the following are products and services bought by final consumers for personal
consumption. hese include convenience products, shopping products, specialty products, and
unsought products.
 
",B,H,Theory,Single Choice,Marketing:  ,
,Material and parts,,,,,,
, Consumer products,,,,,,
, Industrial products,,,,,,
, Capital items,,,,,,
,,,,,,,
," The skimming, penetration, bargaining and bundling are decided in the ______________ of
the  Marketing  Mix strategy.
 ",A,H,Theory,Single Choice,Marketing:  ,
, Price  Decisions,,,,,,
, Place  Decisions,,,,,,
, Product  Decisions,,,,,,
, Promotion  Decisions,,,,,,
,,,,,,,
," Low  Consumer involvement in purchase and little significant brand difference comes in
which types of buying behaviors.
 ",D,H,Theory,Single Choice,Marketing:  ,
,Complex buying behavior,,,,,,
, Dissonance-reducing buying behavior,,,,,,
, Habitual buying behaviors,,,,,,
, Variety-seeking buying behaviors,,,,,,
,,,,,,,
, Distribution of product to get it in the marks refers to which of the following activities,D,H,Theory,Single Choice,Marketing:  ,
,Selling  Activities,,,,,,
, Advertising activities,,,,,,
, Promotion  Activities,,,,,,
, Place or distribution activities,,,,,,
,,,,,,,
, How many stages are involved in the consumer buying / adoption process,D,H,Theory,Single Choice,Marketing:  ,
,Six,,,,,,
, Seven,,,,,,
, Three,,,,,,
, Five,,,,,,
,,,,,,,
, Which one of the following factor relates to family that influences consumer behavior,C,H,Theory,Single Choice,Marketing:  ,
,Cultural,,,,,,
, Social,,,,,,
, Personal,,,,,,
, Business,,,,,,
,,,,,,,
, Buy it now” refers to which one of the following options,A,H,Theory,Single Choice,Marketing:  ,
,Personal selling,,,,,,
, Advertising,,,,,,
, Sales promotion,,,,,,
, Publicity,,,,,,
,,,,,,,
, At least how many parties should be included in “ Exchange”,A,H,Theory,Single Choice,Marketing:  ,
,Two,,,,,,
, Three,,,,,,
, Four,,,,,,
, Five,,,,,,
,,,,,,,
," The buyer decision process consists of five stages.  Which of the following is  N O T one of
these stages",C,H,Theory,Single Choice,Marketing:  ,
,Evaluation of  Alternatives,,,,,,
, Information search,,,,,,
, Variety-seeking buying behavior,,,,,,
, Post purchase behavior,,,,,,
,,,,,,,
," You are planning to install a steel manufacturing plant in your city.  For that purpose you
want to have a supplier who supplies you the steel in raw form for manufacturing.  Here supplier
supplies you which of the following form of industrial product",A,H,Theory,Single Choice,Marketing:  ,
,Material and parts,,,,,,
, Capital items,,,,,,
, Supplies and services,,,,,,
, None of the given options,,,,,,
,,,,,,,
,"“ How are you telling consumers in your target group about your product”  This question
belongs to which marketing concept",D,H,Theory,Single Choice,Marketing:  ,
,Product,,,,,,
, Price,,,,,,
, Place,,,,,,
, Promotion,,,,,,
,,,,,,,
,"  A transaction in which the organization is making an initial purchase of an item to be used
to perform a new job refers to which of the following purchases",C,H,Theory,Single Choice,Marketing:  ,
, Straight rebuy purchase,,,,,,
, Delayed purchase,,,,,,
, New-task purchase,,,,,,
, Modified rebuy purchase,,,,,,
,,,,,,,
," Marketing managers should adapt the marketing mix to ___________________ and
constantly monitor value changes and differences in both domestic and global markets.
",C,H,Theory,Single Choice,Marketing:  ,
, Sales strategies,,,,,,
, Marketing concepts,,,,,,
, Cultural values,,,,,,
, Brand images,,,,,,
,,,,,,,
," Buying goods and services for further processing or for use in the production process refers
to which of the following markets",C,H,Theory,Single Choice,Marketing:  ,
,Consumer markets,,,,,,
, Government markets,,,,,,
, Business markets,,,,,,
, International markets,,,,,,
,,,,,,,
,"Which of the following is one of the most important strategies when communicating with an influencer or evangelist about your company, product, or service?
",A,H,Theory,Single Choice,Marketing:  ,
,"	Develop a relationship
",,,,,,
,"	Offer them something in exchange for their review
",,,,,,
,"	Show that you have been prolific or successful in the past
",,,,,,
,	Contact them through multiple channels,,,,,,
,,,,,,,
,"Which of the following is generally believed to be true about communicating with any influencer type?
",A,M,Theory,Single Choice,Marketing:  ,
,"	Be transparent and always disclose your intentions.
",,,,,,
,"	Be consistent by ensuring you keep up your established persona, even if it's fake.
",,,,,,
,"	Stay in the shadows and let your influencers do your talking for you.
",,,,,,
,"	Once you've pitched your influencers, don't dwell on the results. Move on to the next one.",,,,,,
,,,,,,,
,"The main objective to branding is which of the following?
",B,M,Theory,Single Choice,Marketing:  ,
,To have potential customers recognize your logo and marketing materials,,,,,,
,To earn trust from your customers,,,,,,
,Promotional materials that match and coordinate,,,,,,
,Having a unique tag line,,,,,,
,,,,,,,
,Which of the following marketing techniques are most likely to pay you? ,A,M,Theory,Single Choice,Marketing:  ,
,Pay per click advertising,,,,,,
,Using social media marketing strategies,,,,,,
, Posting press releases,,,,,,
,Article marketing,,,,,,
,,,,,,,
,"When is it most ideal to send a press release?
",A,M,Theory,Single Choice,Marketing:  ,
,"Only when there is ""big news"" happening",,,,,,
,Only around the holidays,,,,,,
,When news seems to be slow,,,,,,
,Tuesday through Thursday for anything newsworthy,,,,,,
,,,,,,,
,"What is a great way to improve your website's ""stickiness"", which is keeping someone on your website and encouraging them to come back?
",B,M,Theory,Single Choice,Marketing:  ,
,"Make your website interactive with things to do such as quizzes, downloads, video to watch and audio to listen to",,,,,,
,Have a lot of text to read,,,,,,
,Make it difficult to locate the contact information,,,,,,
,"Pack a lot of graphics, photos, and text onto each page",,,,,,
,,,,,,,
,"Comprehensive and organized collection about individual prospect of customer including psychographic, geographic and demographic data is called ",B,E,Theory,Single Choice,Marketing:  ,
,premium database,,,,,,
,customer database,,,,,,
,event database,,,,,,
,rebate database,,,,,,
,,,,,,,
,"Kind of direct marketing by which an offer, reminder or announcement is sent to people at specific virtual or physical address is called d",A,M,Theory,Single Choice,Marketing:  ,
,direct mail marketing,,,,,,
,kiosk marketing,,,,,,
,catalog marketing,,,,,,
,premium marketing,,,,,,
,,,,,,,
,Companies that practice online marketing into their traditional operations are classified as ,D,M,Theory,Single Choice,Marketing:  ,
,premium companies,,,,,,
,direct companies,,,,,,
,click only companies,,,,,,
,click and mortar companies,,,,,,
,,,,,,,
,Website build to engage customers from different places to move them closer for marketing outcome is classified as ,B,E,Theory,Single Choice,Marketing:  ,
,corporate website,,,,,,
,marketing website,,,,,,
,branding website,,,,,,
,viral website,,,,,,
,,,,,,,
,Kind of marketing through which company connect with targeted segments on one to one interaction basis is classified as ,C,E,Theory,Single Choice,Marketing:  ,
,event marketing,,,,,,
,stress marketing,,,,,,
,direct marketing,,,,,,
,indirect marketin,,,,,,
,,,,,,,
,"Direct marketing through which products are sold directly to customer on phone call is classified as
",B,E,Theory,Single Choice,Marketing:  ,
,E mail marketing,,,,,,
,telephone marketing,,,,,,
,online marketing,,,,,,
,offline marketing,,,,,,
,,,,,,,
,Kind of online marketing domain which is initiated by consumers to target consumers is classified as,B,E,Theory,Single Choice,Marketing:  ,
, consumer to business domain,,,,,,
,consumer to consumer domain,,,,,,
,business to consumer domain,,,,,,
,business to business domain,,,,,,
,,,,,,,
,Marketing in which product is described to customers with air television spots providing customers with toll free numbers or Website to order is called,D,H,Theory,Single Choice,Marketing:  ,
, kiosk marketing,,,,,,
,offline marketing,,,,,,
,telephone marketing,,,,,,
,direct response TV marketing,,,,,,
,,,,,,,
,Kind of online marketing domain which is initiated by business to target consumers is classified as,A,H,Theory,Single Choice,Marketing:  ,
, business to consumer domain,,,,,,
,business to business domain,,,,,,
,consumer to business domain,,,,,,
,consumer to consumer domain,,,,,,
,,,,,,,
,"Kind of advertising that appears while consumers are browsing internet such as search related ads, online classifieds and display ads is classified as ",C,E,Theory,Single Choice,Marketing:  ,
,inbound advertising,,,,,,
,outbound advertising,,,,,,
,online advertising,,,,,,
,buzz advertising,,,,,,
,,,,,,,
,Marketing of products done by companies by placing ordering and information machines is called ,A,E,Theory,Single Choice,Marketing:  ,
,kiosk marketing,,,,,,
,offline marketing,,,,,,
,telephone marketing,,,,,,
,direct response TV marketing,,,,,,
,,,,,,,
,companies that buy and sell only on internet are classified as ,C,E,Theory,Single Choice,Marketing:  ,
,premium companies,,,,,,
,direct companies,,,,,,
,click only companies,,,,,,
,click and mortar companies,,,,,,
,,,,,,,
,"Group of online social communities such as virtual worlds, social networking sites and blogs where people exchange opinions is classified as ",D,E,Theory,Single Choice,Marketing:  ,
,inbound social networks,,,,,,
,outbound social networks,,,,,,
,offline social networks,,,,,,
,online social network,,,,,,
,,,,,,,
,Web of computer networks that connects users from all around world to interact with each other is classified as ,B,E,Theory,Single Choice,Marketing:  ,
,interactive net,,,,,,
,internet,,,,,,
,intranet,,,,,,
,extranet,,,,,,
,,,,,,,
,Unwanted and unsolicited commercial e-mails that clog up e-mailboxes of users is classified as ,B,E,Theory,Single Choice,Marketing:  ,
,invasion of privacy,,,,,,
,spam,,,,,,
,virus,,,,,,
,deception,,,,,,
,,,,,,,
,Efforts made by marketers to build long-term customer relationships and market products or services over internet are classified as ,C,E,Theory,Single Choice,Marketing:  ,
,event marketing,,,,,,
,sponsored marketing,,,,,,
,online marketing,,,,,,
,off deal marketing,,,,,,
,,,,,,,
,Kind of online marketing domain which is initiated by business to target business is classified as ,D,E,Theory,Single Choice,Marketing:  ,
,consumer to business domain,,,,,,
,consumer to consumer domain,,,,,,
,business to consumer domain,,,,,,
,business to business domain,,,,,,
,,,,,,,
,"Website used to build customer goodwill, supplement sales channels and collect customer feedback is classified as ",A,E,Theory,Single Choice,Marketing:  ,
,corporate website,,,,,,
,marketing website,,,,,,
,branding website,,,,,,
,viral website,,,,,,
,,,,,,,
,Types of major online marketing domains includes ,D,E,Theory,Single Choice,Marketing:  ,
,business to consumer,,,,,,
,business to business,,,,,,
,consumer to business,,,,,,
,all of above,,,,,,
,,,,,,,
,"Kind of direct marketing done by mailing print, digital or video catalog is presented online or made available in stores is classified as ",C,E,Theory,Single Choice,Marketing:  ,
,direct mail marketing,,,,,,
,kiosk marketing,,,,,,
,catalog marketing,,,,,,
,premium marketing,,,,,,
,,,,,,,
,"Private tag brands, moreover entitled ",C,M,Theory,Single Choice,Marketing:  ,
,own brands,,,,,,
,store brands,,,,,,
,a & b,,,,,,
,none of these,,,,,,
,,,,,,,
,NOT single of five phases of buyer choice procedure is ,C,M,Theory,Single Choice,Marketing:  ,
,purchase decision,,,,,,
,need recognition,,,,,,
,brand identification,,,,,,
,information search,,,,,,
,,,,,,,
,"Marketing of services, as opposite to physical products is ",A,M,Theory,Single Choice,Marketing:  ,
,services marketing,,,,,,
,marketing mix,,,,,,
,advertising,,,,,,
,right-time marketing,,,,,,
,,,,,,,
,"A influential brand has high 

",A,M,Theory,Single Choice,Marketing:  ,
,brand equity,,,,,,
,brand loyalty,,,,,,
,brand strategy,,,,,,
,brand marketin,,,,,,
,,,,,,,
,"Mainly, chief resource of authority throughout allocation channel is",B,M,Theory,Single Choice,Marketing:  ,
, company,,,,,,
,brand,,,,,,
,distributor,,,,,,
,customer,,,,,,
,,,,,,,
,Clearness regarding proportions of brands is clarity in ,C,M,Theory,Single Choice,Marketing:  ,
,functions of brand,,,,,,
,aspects of differentiation,,,,,,
,both of given options,,,,,,
,none of given options,,,,,,
,,,,,,,
,"If a company acquires 200 customers with a marketing spending of INR 200, what is the customer acquisition cost? ",B,E,Theory,Single Choice,Marketing:  ,
,200 INR ,,,,,,
,1 INR ,,,,,,
,100 INR ,,,,,,
,300 INR,,,,,,
,,,,,,,
,Calculate the employee churn rate of the company if it loses 200 employees in 4 years ,C,E,Theory,Single Choice,Marketing:  ,
,100 ,,,,,,
,800 ,,,,,,
,50 ,,,,,,
,10,,,,,,
,,,,,,,
,"If the churn rate is 3000/year for a brand, how many customers will the brand lose in 5 years? ",A,H,Theory,Single Choice,Marketing:  ,
,15000 ,,,,,,
,600 ,,,,,,
,300 ,,,,,,
,1500,,,,,,
,,,,,,,
,"If a company borrows 50Lacs loan from a bank to buy land worth 1Crore for a new plant, what is the Loan-to-value ratio? ",B,H,Theory,Single Choice,Marketing:  ,
,25% ,,,,,,
,50% ,,,,,,
,0.5% ,,,,,,
,0.05,,,,,,
,,,,,,,
,How would you define Customer equity? ,A,H,Theory,Single Choice,Marketing:  ,
,Going concern value of customer value ,,,,,,
,Yearly contribution of customer ,,,,,,
,One time sale value contribution by customer ,,,,,,
,None of the above,,,,,,
,,,,,,,
,"The net profit from sales in an area is 5Cr, whereas the marketing costs were 2Cr. What is the ROMI? ",B,H,Theory,Single Choice,Marketing:  ,
,1000% ,,,,,,
,250% ,,,,,,
,10% ,,,,,,
,0.025,,,,,,
,,,,,,,
,Which of the following elements is not part of Porter's Five Forces model for industry competitiveness? ,D,H,Theory,Single Choice,Marketing:  ,
, Threat of substitutes. ,,,,,,
, Threat of suppliers. ,,,,,,
, Power of buyers. ,,,,,,
, Threat from government.,,,,,,
,,,,,,,
,"To make sense of the external environment, the well-known acronym, PESTLE is used. PESTLE stands for _____________ ",B,M,Theory,Single Choice,Marketing:  ,
," the Political, Economics, Substitute, Technological, Legal, and Ecological environments. ",,,,,,
," the Political, Economic, Social, Technological, Legal, and Ecological environments. ",,,,,,
," the Political, Economic, Social, Treat, Legal, and Ecological environments. ",,,,,,
," the Purchasing, Economics, Social, Technological, Legal, and Ecological environments.",,,,,,
,,,,,,,
,"If break even volume is 20000 units, difference of price and variable cost is INR 15 then fixed cost is ",B,M,Numerical,Single Choice,Marketing:  ,
,"INR 600,000 ",,,,,,
,"INR 300,000 ",,,,,,
,"INR 400,000 ",,,,,,
,"INR 500,000",,,,,,
,,,,,,,
,If cost of product is INR 30 and profit margin for each unit is INR 3 then price that must be charged to customers is ,B,M,Numerical,Single Choice,Marketing:  ,
,INR 30 ,,,,,,
,INR 33 ,,,,,,
,INR 27 ,,,,,,
,INR 34,,,,,,
,,,,,,,
,If variable cost is INR 40 for and fixed cost is INR 20 then total cost is ,D,M,Numerical,Single Choice,Marketing:  ,
,INR 80 ,,,,,,
,INR 20 ,,,,,,
,INR 40 ,,,,,,
,INR 60,,,,,,
,,,,,,,
,"If fixed cost is INR 250000, variable cost is INR 30 and price is INR 40 ",D,M,Numerical,Single Choice,Marketing:  ,
,40000 ,,,,,,
,35000 ,,,,,,
,30000 ,,,,,,
,25000,,,,,,
,,,,,,,
,Factors that must be considered while designing pricing strategies are ,D,M,Theory,Single Choice,Marketing:  ,
,price of competitors ,,,,,,
,strategies of competitors ,,,,,,
,marketing strategy ,,,,,,
,all of above,,,,,,
,,,,,,,
,Technical personnel of company is classified as ,C,M,Theory,Single Choice,Marketing:  ,
,initiators ,,,,,,
,users ,,,,,,
,influencers ,,,,,,
,providers,,,,,,
,,,,,,,
,Tobacco advertising is now virtually banned in all marketing communication forms in many countries around the world. This can be explained as an influence of: ,B,M,Theory,Single Choice,Marketing:  ,
, technological environment. ,,,,,,
, legal environment. ,,,,,,
, economic environment. ,,,,,,
, ecological environment.,,,,,,
