,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
, Krispy Kreme,,,,,,
,,,,,,,
,Advertisements worked around dream topics are utilizing which kind of execution style?,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Mood,,,,,,
, Lifestyle,,,,,,
, Personality,,,,,,
, Fantasy,,,,,,
,,,,,,,
,"In which year did the ""Quiznos vs Subway TV ad challenge"" take place?",b,M,Theory,Single Choice,Marketing: Marketing Communications,
, 2003,,,,,,
, 2006,,,,,,
, 2009,,,,,,
, None of the above,,,,,,
,,,,,,,
,The sum of perceived tangible and intangible benefits to customers is ,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Customer value,,,,,,
, Customer engagement,,,,,,
, Customer delight,,,,,,
, Customer Satisfaction,,,,,,
,,,,,,,
,"Promotional tools such as sweepstakes, occassion sponsorships, samples fall under",a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Customer promtotions,,,,,,
, Outbound promotions,,,,,,
, Inbound promotions,,,,,,
, None of the above,,,,,,
,,,,,,,
,Is a hierarchy of effects or sequential model which explains how advertising works,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, ATR,,,,,,
, DRIP,,,,,,
, AIDA,,,,,,
, None of the above,,,,,,
,,,,,,,
,"Is a series of economic transactions between parties who have a long term orientation towards and are primarily motivated by, concern for each other",a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Collusion,,,,,,
, CIM,,,,,,
, CTR,,,,,,
, CAPI,,,,,,
,,,,,,,
,A part of the communication process which refers to the responses offered by receivers,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Encoding,,,,,,
, Receiving,,,,,,
, Decoding,,,,,,
, None of the above,,,,,,
,,,,,,,
,An approach used to convey particular information and help educate large target audiences through TV and radio is called,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Opinion followers,,,,,,
, Opinion leaders,,,,,,
, Opinion formers,,,,,,
, None of the above,,,,,,
,,,,,,,
,Media materials that are placed inside magazines or direct mail letters are called,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Print,,,,,,
, Carelines,,,,,,
, Door to door,,,,,,
, Inserts,,,,,,
,,,,,,,
,Is a marketing communications tool which uses non personal media to create a personal and intermediary free communication with customers and stakeholders ,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Direct selling,,,,,,
, Direct marketing,,,,,,
, Direct response media,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following is used to influence the way stakeholders perceive an organization,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Direct marketing,,,,,,
, Sales promotion,,,,,,
, Public relations,,,,,,
, None of the above,,,,,,
,,,,,,,
,Is an unpaid peer to peer communication of provocative content which originates from an identified sponsor using the internet to impact the audience to pass along the content ,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, User generated marketing,,,,,,
, Peer to peer marketing,,,,,,
, Word of mouth marketing,,,,,,
, Viral marketing,,,,,,
,,,,,,,
,Is a marketing communications activity concerned with providing support for the salesforce,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Sales promotion,,,,,,
, Personal selling,,,,,,
, Direct response ,,,,,,
, None of the above,,,,,,
,,,,,,,
,Is a systematic process involving a series of procedures leading to the setting of marketing communication objectives and developing plans to achieve the objectives,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Marketing insights planning,,,,,,
, Marketing communications planning,,,,,,
, Marketing resource planning,,,,,,
, None of the above,,,,,,
,,,,,,,
,Offers a direct actuation to encourage customers to buy a product,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Advertising,,,,,,
, Sales promotion,,,,,,
, Indirect marketing,,,,,,
, None of the above,,,,,,
,,,,,,,
,A sales force organization which doles out every salesman to a geographical location in which salespersons have to offer the company's full line ,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Compex salesforce,,,,,,
, Customer salesforce,,,,,,
, Regional salesforce,,,,,,
, None of the above,,,,,,
,,,,,,,
,"Companies utilizing group of salespersons in sales, advertising,  engineering and finance for managing complex accounts ",c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Intrenal salesforce,,,,,,
, External salesforce,,,,,,
, Team salesforce,,,,,,
, None of the above,,,,,,
,,,,,,,
,"The sales representatives of sales force who sell products relevant to a wide variety of products, types of customersand broad geographic areas",b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Personal sales force,,,,,,
, Complex structure,,,,,,
, Regional salesforce,,,,,,
, None of the above,,,,,,
,,,,,,,
,"In the behavioural equation- B=P*D*K*V the ""V"" stands for",a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Intensiy of all cues,,,,,,
, Predisposition,,,,,,
, Response,,,,,,
, Incentive potential,,,,,,
,,,,,,,
,"Incidental advantage, variable amount, settled sum, costs are which part of an organization?",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Evaluating,,,,,,
, Appraisal,,,,,,
, Trial benefits,,,,,,
, None of the above,,,,,,
,,,,,,,
,"Contributing to net profit, assessment of past and present, positioning, clearing standards versus costs are which part of a salesforce management?",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Expert insight,,,,,,
, Quantitative evaluation,,,,,,
, Qualitative evaluation,,,,,,
, Formal evaluation,,,,,,
,,,,,,,
,"Company ""A"" is the nmaker of engines and pumps and employs local salesmen to pitch its products to distributors and cities is an example of",c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Exclusive selling,,,,,,
, Sales promotion,,,,,,
, Personal selling,,,,,,
, Solutions selling,,,,,,
,,,,,,,
,Intangible assets make up a huge percentage value of a company,a,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,A company's total marketing communications is also called promotion mix,a,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Informative ads are mainly used in the growth stage of the product life cycle,b,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Direct mail is one of the least expensive media,b,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,The communication impact of advertisements and campaigns are more difficult to quantify than the sales and benefit impacts,b,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Today's advertising agencies are staffed with masters who can frequently perform publicizing assignments superior to a producer or retailer's own representatives can,a,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,The website of a company can be an important public relations vehicle,a,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Intensive distribution is about placing the goods in as few outlets as possible ,b,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Channel objectives do not differ with product characteristics,b,M,Reasoning,Single Choice,Marketing: Marketing Communications,
, True,,,,,,
, False,,,,,,
